row_id,odin_score,thr95,T,eps,실제_대분류,예측한_대분류,제목_내용
371,0.1456,0.147216796875,100.0,0.0005,화학적 위해요소,OOD,"호주 멜버른, 살구씨 자가치료한 남성...시안화물 중독 증세 호주 멜버른에 거주하는 한 남성이 일명 '기적의 다이어트'라는 일시적인 유행을 맹신해 시선을 끌었음. 간단한 수술을 받으러 병원에 내원했던 이 남성에 대해 의료진은 비흡연자인 환자의 적혈구 중 산소가 낮다는 사실을 확인함. 환자와의 면담 끝에 예전에 전립선암을 앓았다가 회복했으며, 살구씨로 자가치료를 한 적이 있다는 사실을 확인했음.  이 남성은 살구씨 추출물이 암 재발을 막는다는 말을 들었다고 알프레도 병원의 알렉스 박사는 전했음. 2016년 초, 살구씨가 풍부한 영양소와 암을 물리치는 물질이 함유되었다면서 '슈퍼푸드'로 각광을 받았음. 이후 사실이 아닌 것으로 밝혀지고, 의료진들이 인체에서 유독 화학물질인 시안화물로 전환되는 아미그달린이 다량 함유되어 있다고 경고한 바 있음. 호주 식품안전 당국에 따르면, 하루에 살구씨를 두 개 이상 섭취하면 시안화물 안전수준을 초과할 수 있음. 이 남성은 살구씨 보충제인 '노보달린(Novodalin)을 매일 세 알씩 섭취했으며, 집에서 갈아서 먹기도 해 하루에 섭취하는 시안화물이 17mg을 초과했음.  이 남성은 혈액 검사에서 허용 기준의 25배가 넘는 시안화물이 검출되었음. 의료진은 생명에 이상이 없을만큼 섭취 가능한 시안화물 양이 얼마인지에 대한 검사가 이루어진 적이 없다고 언급했음. 실제 시안화물은 생명을 위협할 수 있으며, 그 효과도 잘 알려져 있지 않고, 살아있는 사람을 대상으로 한 기준 검사도 마련되어 있지 않은 실정임. 아울러, 살구씨 추출물이 암을 치료한다는 근거도 없음.  한편, 호주뉴질랜드 식품기준청(FSANZ)은 살구씨 식품을 판매하는 금지를 금지한 바 있으나 보충제 형태로는 건강식품 웹사이트를 통해 여전히 판매되고 있음. 이번 사례는 국제 동료 평가 저널인 BMJ 케이스 리포트(BMJ Case Reports)에 게재되었음.  (*) 연구전문 http://casereports.bmj.com/content/2017/bcr-2017-220814"
2186,0.1458,0.147216796875,100.0,0.0005,표시광고,OOD,"미국, 식물성 식품 제조업체들은 생선을 예의 주시 하는 중 최근 버거킹과 레드 로빈이 임파서블 버거를 메뉴에 추가한 식당 체인점이라는 뉴스를 통해 식물성 고기 대안 관련 내용이 주목을 받고 있음. 굿푸드연구소가 집계한 자료에 따르면, 해산물 스타일의 제품들은 작년에 전체 식물성 고기 판매의 약 1.4%에 불과했지만, 그 비율은 시장에 새로운 제품들이 출시되며 증가할 수 있음.  유엔식량농업기구에 따르면, 전 세계적으로 생선 소비량은 50년가량의 연간 인구 증가량보다 두 배나 빠르게 증가했다고 함. 참다랑어의 강한 수요와 감소하는 공급은 식물 기반을 둔 업체들이 복제를 위해 참다랑어를 선호하게 만들었음. 식품마케팅연구소 보고서에 따르면 미국45%의 소비자들이 참다랑어를 자주 구입하는 것에생새우는 30%, 연어는 29%를 구입한다고 함. 채드와 데릭 사르노 형제와 다른 세 파트너는 참다랑어를 시작으로 식물성 해산물 대안을 개발하기 위해 굿 캐치(Good Catch)를 만들어냄. 채식주의 요리사들은 완두콩 등의 콩류에서 추출한 식물성 단백질이 냄새 없이 참다랑어의 질감과 맛을 그대로 재현하는 제품을 만들어냄. 이 제품은 많은 소비자들이 참다랑어를 선호하는 이유인 오메가-3 지방산이 들어 있는 알갈 오일(algal oil)을 함유하고 있기도 함. 상온 보관이 가능한 세 가지 맛의 참다랑어는 2월에 식료품 구독 서비스인 ‘Thrive Market’과 일부 ‘Whole Food Market’에서 판매가 시작됨. 소피의 주방(Sophie’s Kitchen) 설립자인 유진 왕은 10여년 전 딸 소피가 실수로 새우 몇 마리를 먹고 심한 알레르기 반응을 보인 후, 곤약이라고 불리는 아시아의 뿌리 채소로 만든 식물성 해산물을 개발하기 시작함. 그는 2010년에 이 회사를 설립했고 오늘날에는 베간투나(VeganToona)라는 참다랑어 제품과 함께 식물성 냉동 생선 필레, 새우, 게, 연어 등을 판매하고 있음."
1144,0.1458,0.147216796875,100.0,0.0005,안전위생,OOD,"인도, 마가린을 버터로 둔갑시켜 사용하는 사기 성행 최근 인도 식품업계에서 마가린이 버터로 둔갑해 사용되는 경우가 만연하다는 사실이 확인된 이후, 인도 식품안전기준청(FSSAI)의 규제 비효율이 다시 문제시되고 있음.  얼마 전 니틴 가드카리 연방장관이 인도 총리에 보낸 서한 내용에 따르면, 식품의 제조·가공에 버터 대신 마가린을 사용하는 편법이 만연해 있음. 연방장관은 식품안전기준청이 마가린의 유해성을 검토하여 다른 국가들처럼 그 사용을 금지 또는 제한해야 한다고 주장했음. 장관은 ""버터 대신 마가린을 사용하고 이를 표시하지 않는 것은 소비자의 권리를 침해하는 것이며, 낙농업에도 부정적인 영향을 미친다""고 밝혔음. 한편 인도 식품안전기준청은 마가린의 유해성에 대해 마가린의 트랜스지방 비율을 5% 이하로 제한하고 있고 2021년까지 그 비율을 3%, 2022년까지 2%로 줄일 것이라고 밝혔음. 또 마가린을 '유사 유제품'으로 규정하고 마가린 사용 제품에는 유제품이 아니라는 문구를 의무적으로 표시하도록 관련 규정을 개정하고 있다고 밝혔음."
1491,0.1458,0.147216796875,100.0,0.0005,화학적 위해요소,OOD,"[회수]영국 Loch Lomond Brewery, 탄산가스 과다 주입으로 에일 제품 3종 회수 -일시 : 2019.7.19.-지역 : 영국 Lidl 독점 판매-제품명 : 사용권장기한 2020년 6월, 배치코드 100619 동일1) Citra Kind of Magic 4.0% APA2) Lost in Mosaic 5.0% IPA3) Red or Dead 4.5% IPA  440ml-회수사 : Loch Lomond Brewery-회수사유 : 탄산가스 과다 주입에 따라 개봉 시 캔이 터지며 열릴 가능성 있음-제품사진 : 원문참조"
2126,0.1459,0.147216796875,100.0,0.0005,물리적 위해요소,OOD,"뉴질랜드 일차산업부, 우윳빛의 도미 샘플 검사했으며 식품 안전성 문제 확인되지 않아 뉴질랜드 비영리단체인 레가시(LegaSea)는 페이스북에 낚시꾼들로부터 우윳빛 어육의 물고기(finfish)와 도미(snapper)를 잡았다는 보고를 여러 건 받았으며, 이 물고기를 만지거나 먹었을 때의 위험성에 대해 우려하고 있다고 게시했음.  뉴질랜드 수산청(Fisheries New Zealand) 대변인은 하우라키만(Hauraki Gulf)과 노스랜드(Northland) 동부 지역에서 나타나는 것으로 보인다고 함. ""뉴질랜드 일차산업부(MPI)는 우윳빛 어육의 물고기 샘플을 검사했고 식품 안전성 위험에 대한 증거가 확인되지 않았다. 그리고 관련된 질병보고가 없다""고 함. ""예방 차원으로, MPI는 지속적으로 모니터링할 것이며 추가적인 검사를 실시할 것이다. 식품 안전성 문제가 확인되면, MPI는 대중을 보호하고 알리기 위해 조치를 취할 것이다""고 함. 수산청은 ▲먹이 공급원, ▲기후, ▲환경적/생태계적 상황 등이 영향을 줄 수 있는지 여부와 함께, 우윳빛을 띄는 원인을 규명하기 위해 노력하고 있음."
10,0.146,0.147216796875,100.0,0.0005,화학적 위해요소,OOD,"뉴질랜드 오클랜드 보건소, Hello Fresh의 회수 식품 섭취로 21명 식중독에 걸려 *관련 기수집정보- [회수]뉴질랜드 HelloFresh New Zealand Ltd, 히스타민 함량 증가로 전갱이 필렛 회수(수집일자: 2020-11-10)- 뉴질랜드 오클랜드 보건소, Hello Fresh의 회수 식품 섭취로 12명 이상 식중독에 걸려(수집일자: 2020-11-12) Hello Fresh 제품의 부패한 상선을 먹은 후 식중에 걸린 사람들에 대한 상세 내용이 공개되었음. 최근 수치는 현재 뉴질랜드의 여러 보건소에 보고된 히스타민(스콤브로이드) 식중독 사례가 21건임을 보여줌. 보건부는 수요일을 기준으로, Capital  Coast District Health Board 지역에서 9명, Waikato에서 5명, Hutt Valley에서 5명, MidCentral DHB 지역에서 2명의 사례가 발생하였다고 함."
1503,0.146,0.147216796875,100.0,0.0005,영양건강,OOD,"미국 식품의약품청, Revive Superfoods(사) 제품 섭취한 소비자의 급성 간부전 보고에 대한 조사 진행 중 미국 식품의약품청(FDA)은 Revive Superfoods(사)의 제품을 섭취한 이후 급성 간부전을 겪었다고 밝힌 사람들의 불만 사례를 조사하고 있음. FDA는 이미 Daily Harvest(사)에 대한 조사를 진행하고 있으며 이제는 Revive Superfoods도 조사하고 있다고 밝혔음. Vincent Carrotozzolo는 6월에 간 효소 증가로 입원하였고 급성 간부전을 경계하고 있다고 함.  그는 Revive Superfoods의 스무디(베리스무디, 망고파인애플스무디)를 섭취했었다고 하며, 최근 Daily Harvest(사)의 French Lentil + Leek crumbles 제품 회수와 소비자들의 만성 간부전 문제의 원인으로 타라분말이 지목되었음을 들었다고 함. 또한 그는 타라 단백질이 Revive Superfoods의 망고파인애플스무디(Mango and Pineapple smoothies)의 성분임을 알게 되었음. Revive Superfoods는 망고파인애플스무디에 대한 병원균, 독소, 알레르기 유발성분 검사 결과가 음성이었다고 밝혔음. 캐나다 식품검사청과 FDA는 현재 조사 진행 중이라고 밝혔음."
1707,0.146,0.147216796875,100.0,0.0005,영양건강,OOD,"미국 Amazon(사)&eBay(사), 미국 10대의 사망과 관련된 토르티야 칩 제품은 판매하지 않을 것 * 기수집정보1) 미국, '원칩 챌린지'로 10대 사망...Paqui(사)는 해당 제품 매장 철수하기로(수집일자: 2023-09-09)2) 미국 Paqui(사), '원칩 챌린지' 제품은 캐나다와 미국에서 철수 중(수집일자: 2023-09-09) 미국 Amazon(사)와 eBay(사)는 미국의 10대 사망과 관련된 매운 토르티야 칩을 판매하지 않기로 함. 이는 미국에서 판매가 중단되었으나, 글로벌 판매자들이 수입한 제품은 여전히 판매 중임. BBC Newsbeat가 Amazon(사)에 연락한 이후, Amazon(사)는 미국, 영국, 유럽, 중동 및 아프리카 사이트에서 해당 제품을 삭제할 것이라고 밝혔음. 또한 온라인 소매업체는 최근에 해당 제품을 구매한 해외 구매자에게 연락하여 이를 알릴 계획임. eBay(사)의 대변인은 이용자의 안전이 “최우선”이고 판매 목록을 삭제하였다고 밝혔으며, “우리는 사이트를 면밀히 모니터링하고 있으며, 목록이 나타나면 삭제할 것이다.”라고 덧붙였음."
36,0.146,0.147216796875,100.0,0.0005,영양건강,OOD,"미국 펜실베니아주 하원, 통학버스 운전수의 알레르기 처방 법안 통과 미국 펜실베니아주 하원은 지난 주, 학생 건강 및 안전 법안(Student Health and Safety Bill)을 통과시켰음. 입안자 저스틴 시몬스는 학교통학버스 운전수가 알레르기 반응을 겪고 있는 학생에게 주사형 의약품인 에피네프린(epinephrine)을 투여하는 것을 허용하는 법안을 작성했음.    시몬스의 법안은 버스 운전수가 최초로 주 보건부가 제공할 교육 프로그램을 이수할 것을 요구함. 또한 운전수는 에피네프린을 사용하기 위해 학군 지침을 준수할 것이 요구됨. 에피네프린 사용에 적용되는 버스 운전수에게는 시 특혜가 제공될 것임. 현재 미국내 다른 학군에서는 운전수가 에피네프린을 사용하는 것을 허용하고 있으나 일부 운전수들은 소송에 대한 우려로 탑승한 학생들에게 에피네프린을 사용하는 것을 주저하기도 함. 시몬스는 상원 위원회의 법안 표결을 기다리고 있으나 아직 위원회에 상정되지는 않았다고 밝혔음."
1985,0.146,0.147216796875,100.0,0.0005,물리적 위해요소,OOD,"[회수]영국 TESCO, 악취가 난다는 소비자 신고로 과일음료 회수 - 일시: 2015.1.28.- 제품명: No Added Sugar Double Concentrate Apple and Blackcurrant squash(1.5 L)- 회수사: TESCO - 회수사유: 한 소비자가 악취가 난다고 신고함.- 기타: TESCO(사)는 승인된 첨가물인 '이황화메틸(Dimethyl Disulphide)'이 잘못 첨가된 것이 원인이며 마늘 냄새 같이 강한 냄새가 나지만 건강상 위험은 없다고 밝힘. 그러나 웹사이트에 세부 사항을 게시하지 않고 회수 조치하여 소비자들의 거센 항의를 받고 있음.  "
1201,0.146,0.147216796875,100.0,0.0005,안전위생,OOD,"미국 공익과학센터, 수크랄로스 등급 '주의'에서 '기피'로 하향 조정  미국 공익과학센터(CSPI)는 자체 식품첨가물 가이드 '케미컬 쿠진(Chemical Cusine)'에서 브랜드명 스플렌다(Splenda)로 알려진 인공 감미료 수크랄로스(sucralose)자체 안전성 등급을 '주의'에서 '기피'로 하향 조정했음. 센터는 이탈리아의 라마니찌니 연구소(Ramazzini Institute)가 새로 발표한 수크랄로스가 수컷 쥐에게 백혈병을 유발하고 혈액암과 관련이 있다는 연구를 이유로 들었음. 센터는 수크랄로스 등급을 두 번에 걸쳐 하향 조정했음. 2013년에는 라마찌니 연구소가 한 컨퍼런스에서 당시 게재되지 않은 연구결과에 대한 언급이 있은 이후, 수크랄로스 등급을 '안전'에서 '주의'로 낮추었음. 당시 라마찌니 연구소의 결과는 1월 29일자, '직업환경보건국제저널'에 게재되었음. 수크랄로스는 또 다른 인공 감미료 '아세설팜 칼륨'과 함께 '다이어트 펩시'에서 확인되거나 '아세설팜 칼륨'과 '아스파탐'을 병용한 '다이어트 마운틴 듀'와 같은 일부 다이어트 탄산음료에서 확인됨. 또, 요거트부터 시리얼류에 이르는 모든 음식에도 존재함. 미국에서는 다른 어떤 인공 감미료보다 수크랄로오스를 사용한 제품이 많음. 센터는 수크랄로스 또는 스플렌다 섭취를 자제하도록 소비자에게 권고하면서, 사카린, 아스파탐 및 아세설팜 칼륨 또한 자제하도록 당부했음. "
1263,0.1461,0.147216796875,100.0,0.0005,화학적 위해요소,OOD,"미국 식품의약품청, 히게나민 함유 보충제 수입한 중국 업체 2곳에 수입경보 발령 미국 식품의약품청(FDA)은 3월 12일, 히게나민(Higenamine) 성분을 함유한 식이보충제 및 대용량 식이원료에 대해 '물리적 검사 없이 억류(DWPE)' 관련 수입경보 54-18(*)을 발령하였음. 히게나민은 FDA의 식이보충제 원료 권고목록(DSIA List)(**)에 등재된 식이원료임. 수입경보 54-18에서는 2개 중국업체에 대해 미국으로의 히게나민 제품 수입을 금지하였음. FDA는 이를 연방 식품, 의약품 및 화장품법에 따라 오염된 것으로 결정하였음. 동 수입경보에서, FDA는 ""해당 원료가 질병이나 부상의 중대하거나 불합리한 위험을 나타내지 않는다는 합리적인 확신을 제공하는"" 부적절한 정보가 있다고 언급하였음.  (*) FDA 수입경보 54-18: https://www.accessdata.fda.gov/cms_ia/importalert_1158.html(**) FDA 식이보충제 원료 권고목록: https://www.fda.gov/food/dietary-supplement-products-ingredients/dietary-supplement-ingredient-advisory-list"
1904,0.1461,0.147216796875,100.0,0.0005,안전위생,OOD,"뉴질랜드 환경보호청, 잡초 ‘privet’에 대한 생물학적 방제 허가 뉴질랜드 환경보호청(EPA)은 잡초 ‘privet’ (Ligustrum spp.)의 생물학적 방제제로 privet 방패벌레(Leptophya hospital)를 방생하는 것을 허가했음. privet은 중요한 잡초로 간주되며 많은 지역에 지나치게 풍부해 전통적인 방법으로는 관리할 수 없음. 이 잡초의 잎을 먹도록 privet 방패벌레를 도입할 것이 제안됨. 상기 방제법의 목표는 이 침입성 잡초의 성장 및 생산성을 감소시키는 것임."
941,0.1461,0.147216796875,100.0,0.0005,화학적 위해요소,OOD,"미국 공익과학센터, ""건강해진 맥너겟?"" 27일, 28일 양일간 보도된 뉴스가 마치 맥도날드는 인공 보존료를 사용하지 않은 '깨끗해진', '건강해진', '단순해진' 치킨 맥너겟을 일부 지역에서 시범 판매하겠다는 것으로 비쳐짐. 그러나 맥너겟의 수많은 원료들을 실제 사용하지 않을지 또는 얼마나 중요한 문제로 다룰지는 분명하지 않음.  맥너겟에 사용되는 보존료인 구연산은 이미 공익과학센터가 매우 안전한 것으로 분류한 바 있음. 언론 보도에서 다룬 또 다른 보존료는 터셔리부틸히드로퀴논(TBHQ)임. 맥너겟에는 없지만 튀김유에 사용되는 원료로, 맥도날드가 맥너겟만 언급하고 있는 실태에 문제가 있음. 센터는 터셔리부틸히드로퀴논이 래트의 종양 발생이 증가시켰다는 한 정부 주도 연구를 들어, 소비자들에게 해당 물질을 피해야 한다고 권고했었음.  센터는, 맥도날드가 맥너겟 전체 원재료명을 밝히지 않고 있다면서 언론 보도 내용보다 축약될 수 있다고 말했음. 맥도날드가 나트륨 함량을 절반으로 줄인다 해도 제품이 건강해졌다는 주장을 정당화할 수 있다고 설명했음."
