split,ood_tag,method,threshold,score,true_label,pred_label,text
ID,ood_csv_ood_data,maha,-9827.423779,-12402.617188,안전위생,화학적 위해요소,"[회수]캐나다 La Pimenterie Inc., 내부 뚜껑 결함으로 살사 회수 - 최초 발표 일자: 2024-06-20 (최신 업데이트 일자: 2024-06-19)- 유통지역: 캐나다 Quebec- 회수사: La Pimenterie Inc.- 제품 정보: 브랜드 ; 제품 ; 크기 ; 코드 ; UPC1) MTL Gringo ; Mild Black Beans  Corn Salsa ; 435 ml ; GS-181, GS-186, GS-192, GS-195 ; 6 28678 80905 52) MTL Gringo ; Medium Black Beans  Corn Salsa ; 435 ml ; GS-182, GS-183, GS-187, GS-190, GS-196 ; 6 28678 80904 83) MTL Gringo ; Hot Black Beans  Corn Salsa ; 435 ml ; GS-184, GS-188, GS-189, GS-191 ; 6 28678 80906 24) MTL Gringo ; Mango Black Beans  Corn Salsa ; 435 ml ; GS-185, GS-193 ; 6 28678 80906 2- 회수사유: 내부 뚜껑 결함- 제품사진: -"
ID,ood_csv_ood_data,maha,-9827.423779,-10426.784180,물리적 위해요소,물리적 위해요소,"미국 FBI, GNP(사)의 닭가공품 회수 관련 직원 조사 착수 *6.18 기수집 회수정보 관련(*[회수]미국 GNP Company, 모래 등 오염 가능성으로 닭고기 가공품 회수) GNP(사)가 55,000 파운드의 닭고기 제품 회수를 유발시킨 직원을 적발했다고 오늘(현지시간), 지역언론지 ' St. Cloud Times'에 업체 대변인이 전했음. 현재 미 연방수사국(FBI)의 조사가 진행되고 있음. 6월 18일(현지시간), 미네소타주에 소재한 해당 업체는 흙 및 모래 오염 가능성으로 55,608 파운드의 닭고기 가공품 회수를 발표했음. 회수품의 대부분이 교육기관거래업체에 판매되었으나, 소비/냉동일자가 June 26인 'Just BARE Whole Chicken'이 유일하게 소매상점에서 판매되었음. 고의적으로 제품을 오염시킨 해당 직원은 해고처리되었음. 어떠한 혐의제기나 체포도 지금까지 이루어지지 않았음."
ID,ood_csv_ood_data,maha,-9827.423779,-14001.273438,안전위생,안전위생,"영국 환경식품농촌부, 국경 목표운영모델 정보와 관련한 홍보자료 안내 영국 환경식품농촌부 Defra는 그레이트브리튼(GB: 잉글랜드, 스코틀랜드, 웨일스)의 수입업자 및 EU, 아이슬란드, 리히텐슈타인, 노르웨이, 스위스 수출업자를 대상으로 국경 목표운영모델(Border Target Operating Model)과 관련한 자료들을 아래와 같이 안내함. 국경 목표운영모델은 그레이트브리튼으로 수입되는 살아있는 동물, 동물성 제품, 식물 및 식물성 제품 위생 및 식물위생 관리에 대한 새로운 접근방식을 제시함.  >국경 통제소 - 식물 및 식물 제품: https://assets.publishing.service.gov.uk/media/65859a77fc07f300128d4702/Defra_Border-Control-Posts-Plants-and-Plant-Products-Leaflet.pdf>복합식품 의사 결정 트리: https://assets.publishing.service.gov.uk/media/65859a84ed3c34000d3bfdf0/Defra_Composite-Products-Decision-Trees-Leaflet.pdf>위생증명서: https://assets.publishing.service.gov.uk/media/6585b33723b70a000d234ea5/Defra-Health-Certificates-Leaflet.pdf>IPAFFS를 사용한 수입 통지: https://assets.publishing.service.gov.uk/media/65859ab723b70a0013234e7c/Defra_Import-Notifications-using-IPAFFS-Leaflet.pdf>식물위생 인증서: https://assets.publishing.service.gov.uk/media/65859ac823b70a000d234e7f/Defra_Phytosanitary-Certificates-Leaflet.pdf"
ID,ood_csv_ood_data,maha,-9827.423779,-15931.455078,안전위생,안전위생,"호주 공영방송, 2011년부터 허브 보충제 관련해 최소 6명이 장기이식 받은 것으로 보여 호주 공영방송 'ABC'는 지난 5년간 호주에서 최소 6명이 허브 보충제를 복용한 이후에 장기이식을 받아야 했다고 보도했음. 이 방송은 장기 기증관련 자료를 통해 2011년 이후 허브 보충제 복용 이후 병을 얻은 사람에게 각각 세 건의 간 이식과 신장 이식이 이루어진 것으로 나타났다고 전했음. 이번 보도자료는 웨스트 오스트레일리아에 거주하던 한 남성이 본 방송사에 녹차와 가르시니아 캄보지아라는 열대 과일이 들어간 단백질 분말을 복용한 것이 자신의 간에 문제가 생긴 이유인 것 같다고 밝힌 것과 관련됨. 장기 기증관련 기관들은 이 자료는 장기 이식으로 이어진 개연성이 있는 근거를 의사들이 확인할 수 있어 문서화한 사례들만 언급하고 있다고 본 방송사에 전했음. 단, 이들 자료에서는 장기 손상을 일으킨 허브 보충제의 종류에 관한 것이나 질환 원인이 확실성 여부는 명시하지 않고 있음. 간 이식 전문가인 닉 새클 박사는 허브 보충제와 관련한 간부전 및 간 이식 사례를 다수 다룬 경험이 있다면서 많은 사례의 환자들이 녹차추출물을 섭취했었다고 함. 한편, 호주식품의약품안전청(TGA)은 검토 확대 일환으로 간부전 사례를 조사하고 있음. 청 대변인은 장기 기증 관련자료를 얻기 위해 관계기관과 접촉할 예정이며 보충의약품에서 특정 허브 추출물의 허용기준치를 축소 등의 조치를 포함시킬 가능성이 있다고 전했음."
ID,ood_csv_ood_data,maha,-9827.423779,-21656.578125,신규 위해요소,신규 위해요소,"영국 정부 과학고문, 상원에 유전자편집 법안 제출... 향후 10년 내 세계 식량안보 강화 기대 영국 환경식품농촌부 과학고문 헨더슨 교수(Prof Gideon Henderson)가 유전자 편집은 앞으로 10년 안에 전세계 식량안보를 획기적으로 높이고 화학비료와 살충제에 대한 의존도를 줄일 수 있다고 함. 상원에 유전자 기술 관련 법안을 제출하기 전 헨더슨 교수는 엄격한 규제 하의 유전자변형 생물(GMO)과 유전자 편집이 다르게 취급될 수 있도록 함으로써 유전자 편집 제품 개발과 상용화를 가속화하는 더 단순한 규제 프레임워크 구축을 목표로 하고 있다고 밝힘. 그는 유전자편집이 기후 위기, 해충, 질병에 더 강한 작물 생산에서부터 세계 기아 퇴치에 도움이 될 수 있는 농작물 수확량 증가에 이르기까지 수많은 이점을 가져올 수 있다고 함. 또한 비타민 D가 풍부한 토마토와 같은 영양가가 있는 작물을 만드는데 사용될 수 있음. 식품 표시는 또 다른 문제인데 법안이 통과될 경우 잉글랜드에만 적용되어 브렉시트 이후 GMO 농산물 생산 및 판매 금지를 유지하는 스코틀랜드 및 웨일스 정부와 갈등을 빚을 수 있음."
ID,ood_csv_ood_data,maha,-9827.423779,-17729.066406,표시광고,표시광고,"[E/R]미국 Keurig Dr Pepper, Inc., 포장오류로 커피 제품 회수 -지역: 미국 New York, Connecticut, Pennsylvania, Maine, Massachusetts-제품명: Newman's Own Organics, Newman's Special Decaf Medium Roast, Ground Coffee, 10 oz.(SKU: 099555395662 (bar code); Best by Date: 21 JUN 2021 및 22 JUN 2021)-회수사: Keurig Dr Pepper, Inc. (회수중, 회수일: 8/25/2020)-회수사유: Newman s Own Organics에 포장된 로스트 분쇄 커피에는 일반 비유기농 커피가 들어 있음."
ID,ood_csv_ood_data,maha,-9827.423779,-24720.328125,안전위생,안전위생,"[E/R]미국 Sea World, LLC, 어류 부패로 도미 필렛 회수 -지역: 미국 국내 전용(푸에르토리코)-제품명: Crimson Snapper Fillet, Natural Cut CO Treated, Net WT 10 LBS, 용량 10/12 oz(Lot # 04008850981, Best by Date: 11-27-2022, Item # 307353)-회수사: Sea World, LLC (회수중, 회수일: 3/22/2021)-회수사유: 어류 부패"
ID,ood_csv_ood_data,maha,-9827.423779,-10790.688477,안전위생,안전위생,"유럽집행위원회, 유럽 식량 안보 위기 준비 및 대응 매커니즘 회의 개최 유럽집행위원회는 오늘(3월 9일), 에너지 및 투입 가격 상승과 우크라이나 전쟁에 따른 식량 안보 영향과의 영향을 논의하기 위해 신설된 유럽 식량 안보 위기 준비 및 대응 매커니즘(EFSCM)(*)의 첫 회의를 가졌음.  EU 및 인접 비EU 국가의 전문가뿐 아니라 농업 및 어업인, 식품 가공업자, 무역업자, 소매업자, 소비자, 푸드 뱅크, 식품 운송 서비스 등의 대표자로 구성된 이 그룹은 2021년 11월에 팜 투 포크 전략에 따라 채택된 '위기 상황에서의 식품 공급 및 식량 안보를 위한 비상 계획(**)'을 따름. 본 회의는 불확실성의 정도를 최소화하고, 모든 수준의 대응을 조정하며, 우선순위를 신속하게 식별하기 위해 전체 식품 공급망에서 더 나은 정보 흐름을 보장하는 것을 목표로 하고 있으며, EFSCM 전문가 그룹은 식량 안보 위기에 대한 EU의 준비 태세 개선을 위해 3월 23일에 다시 모일 예정임. (*) https://ec.europa.eu/info/food-farming-fisheries/key-policies/common-agricultural-policy/market-measures/agri-food-supply-chain/contingency-plan_en(**) https://ec.europa.eu/commission/presscorner/detail/en/ip_21_5903"
ID,ood_csv_ood_data,maha,-9827.423779,-16328.625000,신규 위해요소,신규 위해요소,"유럽식품안전청, 세포배양식품 안전성 관련 과학적 평가에 대비할 것... 현재까지 안전성 평가 요청받은 사례는 없어 유럽식품안전청(EFSA)에 따르면, 세포배양육, 미생물에서 추출한 유단백 등의 잠재적 신규 식품(new foods) 배후에는 세포배양(cell culture), 조직공학(tissue engineering) 및 정밀발효(precision fermentation)의 혁신적인 신기술이 존재함. 이와 관련하여 EFSA는 2023년 5월 11일부터 12일까지 양일 간 과학 콜리키움(*)을 개최하여 주요 과학자, 유럽·국제·국가 기관의 대표, 기술기업 및 식품사업자, 소비자단체, 그리고 동 이슈에 관심이 있는 다양한 개인 및 기타 조직으로부터 의견을 모은다고 밝혔음. EFSA의 목표는 이러한 새로운 식품 기술의 안전성을 평가하기 위한 기준을 설정할 때, 모든 최신 과학 지식과 위해평가 요소를 고려하는 것이며, 이와 관련하여 생산자 및 더 넓은 사회와 소통하기를 원함.  [신기술로 생산된 식품 및 식품 원료는 안전한가]세포배양 및 조직공학과 같은 신기술을 사용한 식품을 포함하여 신소재식품(novel foods)의 안전성을 평가하는 것은 EFSA의 역할임. EFSA의 신소재식품 분야 선임연구원이자 콜로키움 총괄 보고자인 Wolfgang Gelbmann은 ""지금까지 EFSA는 배양된 동물 세포에서 추출한 식품, 즉 '연구실 생산 육류(lab-grown meat)'로 일컬어지는 식품을 평가해달라는 요청을 받은 적이 없다""라며, ""그러나 EFSA는 정밀발효를 통해 생산된 몇 가지 신소재식품 원료를 평가했다""라고 말했음. 또한 ""앞으로 몇 달, 몇 년 안에 세포배양식품에 대한 신소재식품 신청서가 접수될 것으로 예상한다""며, ""따라서 EFSA는 이러한 신청이 들어올 때를 대비하기 위해 최신 과학 기술 정보를 계속해서 수집하고 있다""라고 설명하였음.  [세포배양식품의 시판은 누가 결정하는가]독립적 과학 자문 기관인 EFSA는 유럽연합(EU)의 의사결정에 관여하지 않으며 세포배양식품과 같은 새로운 식품 기술의 사용에 대해 찬성하거나 반대하지 않음. EFSA의 평가는 유럽의 소비자를 위해 해당 식품의 안전성에 대한 과학적 정보를 제공함. 신소재식품의 시판 허가 및 라벨링 요건에 대한 결정은 EU 규제 기관, 즉 EU 집행위원회와 EU 회원국이 함께 내림. 규제 당국은 소비자의 안전을 최우선으로 고려하지만, 경제· 동물복지·사회 및/또는 기타 측면도 고려하여 결정할 수 있음. EU 집행위원회는 이전에 세포 배양 기술이 공정하고, 안전하며, 건강하고, 환경적으로 지속가능한 푸드 시스템을 위한 EU의 '농장에서 식탁까지(farm to fork)' 전략의 목표를 달성하는 데 기여할 수 있는 잠재적 요소라고 밝힌 바 있음. (*) EFSA의 과학 콜리키움 27 '세포배양 식품 및 식품원료': https://www.efsa.europa.eu/en/events/efsas-scientific-colloquium-27-cell-culture-derived-foods-and-food-ingredients"
ID,ood_csv_ood_data,maha,-9827.423779,-13998.802734,안전위생,안전위생,"유럽 언론, EU 내 유기농식품 인정요건 및 구매 방법 등에 대해 설명해  유럽 언론 유로뉴스(Euronews)는 EU에서 유기농식품 판매는 최근 10년 동안 2배 이상 증가했지만 여전히 '유기농(Bio)'이 무엇을 뜻하는지 제대로 알지 못하는 사람들이 많다며, 유기농식품으로 인정받기 위한 요건 등에 대해 다음과 같이 보도했음. 유기농식품으로 인정받기 위한 요건 -No 합성 비료 : 유기농 식품은 퇴비 등의 천연비료를 사용해 생산되어야 함. 질소, 인, 포타슘 등이 함유된 합성비료는 주로 일반적인 농업 방식에서 사용됨. -No 합성 농약 : 유기농법으로 작물 재배 시 식물, 동물, 미생물, 미네랄로 만든 천연 농약만 사용할 수 있음. 과학위원회가 환경에 미치는 영향에 대한 평가를 한 후 천연농약 사용을 허가함.  또한 유기농법에서는 토양의 질병 전염 방지를 위해 윤작이 이뤄지며, 진드기 퇴치를 위해서 무당벌레 등이 이용되기도 함.-No 유전자변형 식품 : 유기농 식품 인증을 받기 위해선 유전자변형 작물 유래 물질을 함유하고 있지 않아야 함. 유기농 육류 및 다른 사육제품도 마찬가지이며, 유기농업 농가에서는 100% 유기농 사료로 동물을 사육해야 함.  - 항생제는 최후의 수단으로만 사용: 유기농업 농가에서의 항생제 사용은 엄격히 제한됨. 고통을 덜어 줄 목적으로, 또는 천연 치료제가 효과적이지 않을 때에는 동물의 건강을 위해 절대적으로 필요한 경우에 항생제를 사용할 수 있음. 일반적인 사육농가에서는 항생제가 예방수단으로서 사용되나, 유기농업 농가에서는 최후의 수단으로 사용되는 것. 한편 최근 연구들에 따르면 항생제 사용이 줄고 있는 것으로 나타남. EU 내 동물 항생제 판매는 2011년~2018년간 34% 이상 감소했음. - 더 나은 동물후생 보장 :유기농업 농가에서는 적절한 외부공간을 제공하는 등 동물 본연의 특성을 드러낼 수 있도록 필요한 환경적 조건을 동물에 제공해야 함. 일반 사육농가에서는 이러한 점이 의무적인 사항은 아님. 이 외에 유기농업 농가에서는 동물 우리 설치가 금지되고, 절대적으로 건강을 위한 경우에만 동물을 절단할 수 있음.   유기농 식품에 대한 오해 -유기농식품은 로컬푸드 (X) : 유럽인의 유기농식품을 소비량은 전세계 2위를 차지함. 수요가 많은 만큼 많은 양의 유기농식품이 수입되고 있음. 따라서 유기농식품이 모두 로컬푸드는 아님. EU의 주요 유기농식품 교육국은 중국, 우크라이나, 도미니카공화국, 에콰도르임. - 친환경 표시는 유기농식품이라는 뜻 (△) : 제품 포장에 ‘내추럴(natural)’, ‘그린(green)’, ‘에코(eco)’ 표시가 해당 제품이 100% 유기농 제품이라는 뜻은 아님. - 유기농식품은 건강한 식품(△) : 유기농식품의 종류는 햄버거, 피자, 치즈, 와인 등 매우 다양함. 유기농식품이라고 해서 지방, 나트륨, 당이 없다는 뜻이 아니므로, 유기농식품 여부를 떠나 해당 성분들이 과다 함유된 식품은 건강에 해로움.  '진짜' 유기농 식품 구매 방법EU 공식 로고 표시가 있는지 확인할 것. EU 공식 로고는 식품의 생산, 가공, 제조, 유통과정에서 모든 유기농 관련 규정을 준수했으며, 제품에 유기농성분이 최소 95% 함유되었음을 의미함. EU 승인기관에 의해 증명된 경우에만 해당 로고를 표시할 수 있음. 프랑스 등  일부 국가에서 자체 유기농 표시를 개발해 사용 중이나 의무 표시가 아님.   한편 유기농 생산에 대한 EU 규정은 2022년에 더 엄격하게 개정될 예정이며, 소금, 코로크 등과 더불어 곤충도 유기농식품으로 인정받아 유기농식품이 확대될 것으로 예상됨. 또한 EU는 ‘농장에서 식탁까지(Farm to Fork)’ 전략의 일환으로 유기농 생산을 증가시킬 계획임. 2019년에 EU 전 토지의 9%가 유기농법에 사용됐으나 2030년까지 이를 25%까지 확대하고, 유해한 화학제품 및 위험한 농약 사용도 50% 감축하는 것을 목표로 하고 있음. 더불어 유기농식품에 쉽게 접근할 수 있도록 가격을 낮추고자 함. "
ID,ood_csv_ood_data,maha,-9827.423779,-11190.589844,물리적 위해요소,물리적 위해요소,"[E/R]미국 E S Foods, 금속가루 함유 가능성으로 밀박스 15종 회수 -지역: 미국 전역 -회수사: E S Foods (회수중, 회수일: 4/3/2023)-회수사유: 밀키트 구성품인 동물 크래커 중 금속 가루(동색) 함유 가능성-제품명: 1) 61404 Butterball Turkey Stick MB (meal box)(Lot: 07/29/23 3055 B1 Best Used By 07/29/23 3055 Lot: 07/29/23 3061 A1 Best Used By 07/29/23 3061 Lot: 07/29/23 3062 B2 Best Used By 07/29/23 3062 Lot: 10/02/23 3068 B1 Best Used By 10/02/23 3068 Lot: 10/02/23 3069 B1 Best Used By 10/02/23 3069)2) 61490 Cheese Cup with 2 Grains MB (meal box)(Lot: 07/29/23 3067 B1 Best Used By 07/29/23 3067 Lot: 10/04/23 3068 B1 Best Used By 10/04/23 3068)3) 61498 Cheese Stick with Marinara Sauce with 2 Grains MB(Lot:07/14/23 3048 B1 Best Used By 07/14/23 3048)4) 61520 Cheese Stick with 2 Grains and 1 Cup Fruit MB(Lot: 11/05/23 3079 B1 Best Used By 11/05/23 3079 Lot: 11/05/23 3079 B2 Best Used By 11/05/23 3079)5) 61114 RS Trix BB(61114 RS Trix BB 3266 MIL 3047 T2 1 Use By: September 23, 2023 61114 RS Trix BB 3266 MIL 3047 T4 1 Use By: September 23, 2023 61114 RS Trix BB 3266 MIL 3047 T5 1 Use By: September 23, 2023 61114 RS Trix BB 3266 MIL 3048 T2 1 Use By: September 23, 2023 61114 RS Trix BB 3291 MIL 3042 03 1 Use By: October 18, 2023 61114 RS Trix BB 3301 MIL 3041 T2 1 Use By: October 28, 2023 61114 RS Trix BB 3301 MIL 3044 T2 1 Use By: October 28, 2023 61114 RS Trix BB 3302 MIL 3044 T2 1 Use By: October 29, 2023 61114 RS Trix BB 3302 MIL 3067 03 1 Use By: October 29, 2023 61114 RS Trix BB 3314 MIL 3042 05 1 Use By: November 10, 2023 61114 RS Trix BB 3315 MIL 3067 03 1 Use By: November 11, 2023 61114 RS Trix BB 3315 MIL 3074 03 1 Use By: November 11, 2023 61114 RS Trix BB 3315 MIL 3076 03 1 Use By: November 11, 2023 61114 RS Trix BB 3316 MIL 3044 T2 1 Use By: November 12, 2023 61114 RS Trix BB 3316 MIL 3045 T2 1 Use By: November 12, 2023 61114 RS Trix BB 3317 MIL 3045 T2 1 Use By: November 13, 2023 61114 RS Trix BB 3317 MIL 3045 T5 1 Use By: November 13, 2023 61114 RS Trix BB 3328 MIL 3045 T2 1 Use By: November 24, 2023 61114 RS Trix BB 3328 MIL 3045 T5 1 Use By: November 24, 2023 61114 RS Trix BB 3329 MIL 3045 T2 1 Use By: November 25, 2023 61114 RS Trix BB 3329 MIL 3045 T5 1 Use By: November 25, 2023 61114 RS Trix BB 3329 MIL 3047 T4 1 Use By: November 25, 2023 61114 RS Trix BB 3329 MIL 3047 T5 1 Use By: November 25, 2023)6) 61119 RS Cinnamon Toast Crunch BB(61119 RS Cinnamon Toast Crunch BB 3292 MIL 3041 04 1 Use By: October 19, 2023 61119 RS Cinnamon Toast Crunch BB 3293 MIL 3041 04 1 Use By: October 20, 2023 61119 RS Cinnamon Toast Crunch BB 3293 MIL 3042 04 1 Use By: October 20, 2023 61119 RS Cinnamon Toast Crunch BB 3294 MIL 3046 04 1 Use By: October 21, 2023 61119 RS Cinnamon Toast Crunch BB 3294 MIL 3048 03 1 Use By: October 21, 2023 61119 RS Cinnamon Toast Crunch BB 3294 MIL 3049 01 1 Use By: October 21, 2023 61119 RS Cinnamon Toast Crunch BB 3294 MIL 3049 03 1 Use By: October 21, 2023 61119 RS Cinnamon Toast Crunch BB 3294 MIL 3051 01 1 Use By: October 21, 2023 61119 RS Cinnamon Toast Crunch BB 3294 MIL 3052 01 1 Use By: October 21, 2023 61119 RS Cinnamon Toast Crunch BB 3301 MIL 3051 03 1 Use By: October 28, 2023 61119 RS Cinnamon Toast Crunch BB 3301 MIL 3053 04 1 Use By: October 28, 2023 61119 RS Cinnamon Toast Crunch BB 3315 MIL 3054 04 1 Use By: November 11, 2023 61119 RS Cinnamon Toast Crunch BB 3315 MIL 3059 04 1 Use By: November 11, 2023 61119 RS Cinnamon Toast Crunch BB 3315 MIL 3061 04 1 Use By: November 11, 2023 61119 RS Cinnamon Toast Crunch BB 3315 MIL 3062 04 1 Use By: November 11, 2023 61119 RS Cinnamon Toast Crunch BB 3315 MIL 3066 04 1 Use By: November 11, 2023 61119 RS Cinnamon Toast Crunch BB 3316 MIL 3066 04 1 Use By: November 12, 2023 61119 RS Cinnamon Toast Crunch BB 3316 MIL 3072 04 1 Use By: November 12, 2023 61119 RS Cinnamon Toast Crunch BB 3317 MIL 3072 04 1 Use By: November 13, 2023 61119 RS Cinnamon Toast Crunch BB 3317 MIL 3074 04 1 Use By: November 13, 2023 61119 RS Cinnamon Toast Crunch BB 3319 MIL 3074 04 1 Use By: November 15, 2023)7) 61151 Apple Muffin Top TSMB(61151 Apple Muffin Top TSMB 4019 MIL 3041 03 1 Use By: January 19, 2024 61151 Apple Muffin Top TSMB 4030 MIL 3062 05 1 Use By: January 30, 2024 61151 Apple Muffin Top TSMB 4031 MIL 3062 05 1 Use By: January 31, 2024 61151 Apple Muffin Top TSMB 4038 MIL 3072 05 1 Use By: February 7, 2024 61151 Apple Muffin Top TSMB 4038 MIL 3076 05 1 Use By: February 7, 2024 61151 Apple Muffin Top TSMB 4039 MIL 3062 05 1 Use By: February 8, 2024)8) 61152 Smart Choice Chocolate Chip Muffin TSMB(61152 Smart Choice Chocolate Chip Muffin TSMB 4023 MIL 3041 05 1 Use By: January 23, 2024 61152 Smart Choice Chocolate Chip Muffin TSMB 4023 MIL 3042 05 1 Use By: January 23, 2024)9) 61237 Nutri-Grain Bar, Strawberry BB(61237 Nutri-Grain Bar, Strawberry BB 3207 MIL 3049 T3 1 Use By: July 26, 2023 61237 Nutri-Grain Bar, Strawberry BB 3227 MIL 3049 T3 1 Use By: August 15, 2023)10) 61246 Cheerios Cereal Bar BB(61246 Cheerios Cereal Bar BB 3153 MIL 3052 T4 1 Use By: June 2, 2023 61246 Cheerios Cereal Bar BB 3195 MIL 3052 T4 1 Use By: July 14, 2023 61246 Cheerios Cereal Bar BB 3195 MIL 3053 T4 1 Use By: July 14, 2023)11) 61247 Pop-Tart Fudge BB(61247 Pop-Tart Fudge BB 3275 MIL 3045 T4 1 Use By: October 2, 2023 61247 Pop-Tart Fudge BB 3340 MIL 3045 T4 1 Use By: December 6, 2023)12) 61250 Trix Cereal Bar BB(3247 MIL 3046 T4 1 Use By: September 4, 2023)13) 61288 Mini Animal Graham Cinnamon SB(61288 Mini Animal Graham Cinnamon SB 3353 MIL 3042 T5 1 Use By: December 19, 2023 61288 Mini Animal Graham Cinnamon SB 4005 MIL 3042 T5 1 Use By: January 5, 2024)14) 65550 5 Days Meal Kit(65550 5 Days Meal Kit 051523 3053 MIL Use By: May 15, 2023 65550 5 Days Meal Kit 052123 3053 MIL Use By: May 21, 2023 65550 5 Days Meal Kit 060723 3053 MIL Use By: June 7, 2023 65550 5 Days Meal Kit 061723 3053 MIL Use By: June 17, 2023)15) 61118C Apple Jacks BB(61118C Apple Jacks BB 3278 MIL 3042 T3 1 Use By: October 5, 2023)"
ID,ood_csv_ood_data,maha,-9827.423779,-32724.066406,표시광고,안전위생,"캐나다산 '아이스와인' 연방기준 마련 예정, 일부 생산자 반발  캐나다 연방정부가 아이스와인(ice wine) 제품의 생산 기술 에 관한 규정을 시행할 것이라 밝힘에 따라, 퀘벡 주 일부 생산자들이 우려하고 있음. 규제 당국은 아이스와인 업계가 빠르게 성장하면서 기준에 맞지 않는 제품 때문에 소비자들이 혼란을 겪고 국제적으로 가짜 제품이 쏟아지는 문제를 막기 위해 노력하고 있음.  아이스와인의 국가 기준으로 제안된 사항은 캐나다 식품검사청의 지원으로 마련되었으며, 다른 와인생산 국가들과의 무역 장벽을 낮추기 위한 협약과도 관련이 있음. 캐나다는 '세계 와인 무역그룹'의 창설 국가이며 아르헨티나, 호주, 남아프리카, 칠레, 그루지야, 뉴질랜드, 미국이 그룹 구성국가임. 해당 협약에서는 덩굴에 달린 상태로 자연적으로 얼었던 포도로만 만든 와인에 한해 아이스와인으로 표시할 수 있도록 명시함.  연방정부에 따르면 캐나다산 아이스와인은 95% 가량이 이 요건을 충족함. 캐나다 다른 지역에서는 영하 8도 이하에서 최소 1회 얼었던 적이 있고 덩굴에서 떨어지지 않은 포도만 아이스와인 제조에 사용할 수 있도록 규정을 적용하고 있으나 퀘벡주의 경우 업계 자율 기준을 적용하고 있음. 퀘벡주의 생산자 중 다수는 포도가 덩굴에 달린 상태로 최소 3회 이상 얼었다 녹는 과정을 거친 후에 수확하여 와인 제조에 사용하고 있으나, 최근 일부 생산자들이 새로운 방법을 적용하고 있음. 1회 얼었다 녹은 포도를 따서 '해먹'으로 불리는 망을 씌운 후 덩굴에 매달아 수확 시점까지 보관하는 것임. 이 경우 영하 8도가 되기 전에 포도를 따서 해먹을 씌우는 경우가 있어 논란이 되고 있음.  일부 생산자들은 중국이 아이스와인 생산에 뛰어든 상황에서, 캐나다산 와인이 규정을 준수하는 것이 어느 때보다 중요하다고 밝힘. 캐나다 포도주생산자연합 대표는 연방 규정을 마련하여 올바른 국제 기준이 마련되도록 해야 한다고 언급함. 이 대표는 현재 중국에서 판매되는 아이스와인 중에는 가짜 제품의 비율이 50%에 육박한다고 주장함. 따라서 퀘벡이 해먹을 계속 이용할 경우 국제적으로 가짜 와인이 판치는 상황을 통제하기 힘들어지며, 이를 위해서도 연방 차원의 법률이 필요하다고 설명함.  "
ID,ood_csv_ood_data,maha,-9827.423779,-11350.491211,안전위생,신규 위해요소,"미국 농무부 장관, 중국 방문 중 소고기 수출 재개 환영.. GM 허가 등 추가 통상 개선 필요성 언급 소니 퍼듀 미 농무부장관은 중국과의 소고기 무역 재개를 기념하기 위해 중국을 방문한 가운데, 이번 자리를 통해 유전자변형작물의 허가절차에 대한 개선과 미국산 쌀과 가금류 수입금지 해제에 대한 필요성을 중국 당국에 강조했음. 퍼듀 장관과 중국 당국 관계자들이 참석한 자리에서 미국산 수입소고기를 절단하는 장면이 이목을 끌었으며 장관은 또한 중국 베이징과 상하이에서 다양한 회의를 가졌음.장관의 일정을 함께 소화한 농무부 관계자는 “농무부 장관은 미국산 가금류 및 쌀과 같은 미국산제품의 시장 접근에 관한 사안을 꺼내었고, 미국이 안전하다고 보는 유전자변형제품의 허가와 관련해 체계적 진행을 촉구했다”고 전했음. 타이슨(사)과 그레이터 오마하 패킹(사)와 같은 미국 업체들은 이미 중국으로 소고기를 수출하고 있으며, 가금육업계도 대중국 수출이 조만간 이루어지기를 기대하고 있음. 중국은 2014년, 미국에서 발생한 조류인플루엔자 사건을 계기로 미국산 가금류 수입을 금지하고 있음. 가장 까다로운 이슈는 중국의 유전자변형제품 허가 절차 개선을 유도하는 것임. 다른 국가들과 달리 중국은 미국과 같은 해외국이 유전자변형제품에 대한 평가를 완료하기 전까지 자체적인 허가 절차를 시작하지 않을 것임. 이는 수해에 걸쳐 판매가 허가될 수 있게 됨. 오바마 행정부는 중국의 허가절차 개선을 만드는데 성공하지 못했음. 하지만 신젠타(사) 부사장은 최근 본지와의 인터뷰를 통해 중국이 켐차이나(ChemChina)를 인수하여 절차 개선을 일구어낼 것으로 기대한다고 전했음. 중국은 트럼프 대통령과의 협약을 통해 유전자변형종자 여덟 개 계통을 허가하기로 했고, 지금까지 2개 계통을 승인했음. 쌀의 경우, 양국은 미국산 쌀의 대중국 수출이 가능하도록 위생 및 식물위생에 관한 모든 사안을 약 일 년 전에 마무리하고 통상 서약을 마쳤지만, 중국이 통상승인을 저지시켰음."
ID,ood_csv_ood_data,maha,-9827.423779,-35281.085938,생물학적 위해요소,안전위생,"[E/R]미국 J F C International Inc, 높은 수준의 효모 생장과 병에 든 제품 상단의 막으로 김치 회수 -지역: 미국 WA, AZ, CO, TX, IL, NY, MD, GA, FL, HI. -제품명: J-Basket 브랜드, Napa Kimchi, Net Wt. 14.1oz. (케이스당 12 jars).(Best Before dates: 10/26/24, 12/19/24. UPC Code: 0 11152 83000 1)-회수사: J F C International Inc (회수중, 회수일: 8/1/2024)-회수사유: 높은 수준의 효모 생장과 병에 든 제품 상단의 막"
