split,ood_tag,method,threshold,score,true_label,pred_label,text
OOD,ood_csv_ood_data,maha,-9827.423779,-1124.683716,N/A,안전위생,"영국 식품기준청, 이사회 회의 안건 및 자료 공개  영국식품기준청(FSA)은 오는 11월 5일(현지시간)에 열릴 차기 공개 이사회의 안건 및 자료를 공개했음. 누구나 회의에 참석하거나 온라인 생중계를 통해 회의를 볼 수 있음. 회의 안건은 다음과 같음.  - 전략/정책 자료- '위험한' 식품에 대한 당국의 접근법- 식품기준청전략 2015-20- 말고기 사건에 이은 FSA 능력, 시스템 및 유대관계 강화에 관한 갱신"
OOD,ood_csv_ood_data,maha,-9827.423779,-8624.784180,N/A,표시광고,"미국 캘리포니아주, 올리브유 등급제 도입 고려 중 강력한 품질기준을 충실하게 지키지 않아도 되는 정부지원 유럽 생산자들에게 맞서기 위해 캘리포니아주는 지역 고유의 올리브유 품질 기준을 채택할지 고려하고 있음. 캘리포니아주 농식품부는 곧 올리브유의 순도와 품질에 대한 인증서 및 검사를 요구하게될 것으로 보임. ""가벼운(light)""와 ""순수한(Pure)"" 올리브유와 같은 일반적인 용어의 사용을 금지할 신규 법안도 선보일 것임. 이번 안은 캘리포니아주의 대규모 올리브 재배업자와 제분업자에게만 적용할 것이지만 이들은 유럽연합(EU)과 올리브유 수입 단체들의 비난을 받고 있음. 올리브유 수입 단체들은 거대한 통상 제약을 가져올 것이라고 보고 있음. 법안 지지자들은 정부의 지원을 받는 유럽 생산자들과 해당 분야에서 동등한 지위를 갖게 될 것이라고 전했음. 현재 미국에서 올리브유를 엄격하게 규제하는 연방법은 없으며 농무부는 엑스트라 버진 올리브유에 최고 등급에만 가능한 자발적 인증서만 발급하고 있음."
OOD,ood_csv_ood_data,maha,-9827.423779,-5047.850098,N/A,안전위생,"유럽식품안전청, 2014년 인수공통전염병 보고 및 데이터 수집 설명지침 발표 유럽식품안전청(EFSA)은 지침 2003/99/EC에 따라 유럽연합에서 인수공통전염병, 동물매개 감염 작용제, 가축의 수, 항생제내성균, 식품매개 질병에 대한 보고의 통합뿐 아니라 수집된 자료의 요약 및 분석 작업을 했음.여기에 EFSA는 회원국들이 XML/Excel/CSV를 이용한 자료제출을 지원하기 위해 구체적 사용지침을 마련했음. 이는 데이터 수집 체계(Data Collection Framework)를 통해  XML/Excel/CSV 데이터 전송을 위해 사용되는 EFSA 데이터 모델에 포함된 각각의 요소를 상세히 설명하기 위함임. "
OOD,ood_csv_ood_data,maha,-9827.423779,-3979.672119,N/A,안전위생,"미국 와이오밍주 주지사, 가정재배 식품의 판매 규제 완화 법안에 서명 미국 와이오밍주 매트 미드 주지사는 화요일(현지 시각) 와이오밍주 식품 자유법(Wyoming Food Freedom Act)에 서명을 마쳤음. 동 법은 가정에서 만들하거나 기른 상품을 판매하려는 소규모 농민이나 그 외 개인과 농산물 직판장에서 판매하는 데에 적용됨. 이는 검사, 면허취득 및 증명서와 같은 정부의 감시를 받지 않고 식품을 판매하도록 면제시켜주며, 생산업자와 이를 알고 있는 최종 소비자 사이에 이루어지는 단일 거래인 경우에도 면제 적용됨. 이 하원법안 56은 주 보건당국이 특히 미살균 낙농제품을 포함해 규제를 없애면 국민 안전에 문제점을 발생시킬 수 있다는 우려에도 불구하고, 하원의 만장일치(찬성 60표, 반대 0표)와 상원 가결(찬성 20표, 반대 8표)로 압도적인 지지를 받았음. "
OOD,ood_csv_ood_data,maha,-9827.423779,-3949.556152,N/A,안전위생,"EU 집행위, 생선 및 꿀 관련 식품사기 보고서 발간 유럽집행위원회 보건식품안전총국이 생선 및 꿀의 유통과 관련하여 발생한 식품 사기 평가를 목적으로한 범EU 통제 계획의 결과를 발표했음.  - 대상: 28개 회원국, 노르웨이, 스위스- 기간: 2015.06~11- 방법: 검체 채취 및 테스트 (harmonised) * 생선 바꿔치기에 관한 결과: http://ec.europa.eu/food/safety/official_controls/food_fraud/fish_substitution/tests/index_en.htm * 꿀 관련 사전 결과: http://ec.europa.eu/food/safety/official_controls/food_fraud/honey/tests/index_en.htm 이러한 통제 조치는 집행위가 식품 사기에 대항하기 위한 방안의 일환임. 같은 맥락에서 얼마 전 초국경적 식품법 위반 사건의 경우 회원국 기관 간 정보 교환을 위한 전용 IT툴(the Administrative Assistance and Cooperation system)이 가동되었음. "
OOD,ood_csv_ood_data,maha,-9827.423779,-3875.561035,N/A,물리적 위해요소,"뉴질랜드,  'Ingham's' 닭고기에서 검출된 이물 '닭고기'로 밝혀져  *관련 기수집정보- 뉴질랜드, 'Pak'n Save'에서 구입한 'Ingham's' 닭고기에서 구더기 검출되어 조사 중(수집일자: 2018-07-26) 뉴질랜드 타우리코 팩엔세이브(Tauriko Pak'nSave)와 잉햄(Ingham's)은 한 소비자가 자신이 요리하고 먹은 닭고기에서 구더기를 발견했다고 주장함.  조사 결과, 이물질이 곤충, 번데기 또는 애벌레가 아닌 것을 확인함.  푸드스터프 미디어(Foodstuffs media) 대변인은 ‘단순히 닭고기’라고 언급함. 식품 안전 및 생물학적 안전 서비스 AsureQuality는 잉햄을 대신하여 조사를 수행하였으며, 동 결과는 잉햄에 의해 소비자인 'Morris-Vette'에게 전달되었음."
OOD,ood_csv_ood_data,maha,-9827.423779,-4519.371582,N/A,생물학적 위해요소,"유럽식품안전청, 왕우렁(apple snail)이 환경에 미치는 영향에 대하여 왕우렁(Pomacea maculata, P.canaliculata)은 담수 복족류의 일종으로, 막대한 양의 쌀을 소비하며 천연 습지에 서식하는 동식물군을 위협하고 있음. 남아메리카가 원산지로 대만은 1980년대에 잠재적 식품 공급원으로 왕우렁을 도입했음. 이후 태국, 캄보디아, 중국, 필리핀, 일본 지역으로 빠르게 확산되었음. 2010년, 유럽 지역에서는 최초로 스페인 에브로(Ebro) 삼각주의 쌀 농지에서 관찰되었음. 당시 EU에는 왕우렁에 대한 규제가 마련되어 있지 않았음. 왕우렁은 근절 대책에도 불구하고 여전히 에브로 삼각주 지역에서 증식하고 있음. EFSA 식물보건패널의 Joop van Lenteren 부단장은 왕우렁의 증식 방식, EFSA의 평가 방식, 대응 조치 등을 설명함.  * 왕우렁이 환경에 미치는 영향에 대한 EFSA의 평가: http://www.efsa.europa.eu/en/efsajournal/pub/3487.htm"
OOD,ood_csv_ood_data,maha,-9827.423779,-9689.108398,N/A,안전위생,"영국 환경식품농촌부, 식품 폐기물 저감 위한 시범 계획 수립 영국 환경식품농촌부(DEFRA)는 식품 폐기물 저감을 위한 시범 계획(pilot scheme)을 수립 할것이라고 밝혔음. 동 계획은 식품 폐기물 처리를 위해 할당된 1500만 파운드의 추가 기금으로 지원될 것임. 현재 매년 약 43,000톤의 잉여 식품이 소매업체 및 식품 제조 업자로부터 재분배되고 있음. 이는 2억 5천만 번의 식사에 해당하는 양으로, 에너지 생산이나 동물 사료 등에 사용됨. 동 시범 계획은 앞으로 업체 및 자선 단체와 협력하여 개발될 것이며, 2019/20년도에 시작될 예정임."
OOD,ood_csv_ood_data,maha,-9827.423779,-1706.301270,N/A,안전위생,"미국, 2013년 4분기 식품회수 건수는 줄었지만 파급성은 커져 미국 'ExpertRECALL(* 각 제품 제조업체의 제품회수 절차 및 관리를 지원하는 업체)'에 따르면, 미국 식품의약품청(FDA)의 4분기 식품회수 건은 감소했지만 전국에 걸쳐 피해를 입은 소비자의 수는 두 배 이상 증가했다고 전함. FDA의 회수집행 보고서에는 2013년 4분기 137건으로 동일 연도 3분기 보다 47% 감소했음.2013년도 미국 전역의 3분기 회수건 중 12% 만이 소비자에게 영향을 주었지만 4분기에는 27%를 기록함. 4분기 총 회수 건이 약 50% 줄어든 것을 고려했을 때 소비자에게 영향력을 미친 건수가 27% 증가했다는 사실은 유념할만 함. * 회수 관리체제의 복잡성ExpertRECALL은 회수 관리체제의 복잡한 요인들이 건수별, 지리적 접근성, 피해를 입은 단위, 그리고 정치적 풍토의 변화와 같은 요인들을 측정할 수 없게 하고 있다고 언급했음. * 회수 식품 건수 증가2013년 4분기 회수식품은 동일 연도 3분기 대비 52%에 해당하는 1,060 만 개가 회수되었음. 미국 농무부(USDA)는 2013년 4분기에 19건의 회수가 있었다고 보고했지만 회수량은 2013년 첫 분기 대비 대략 2배 증가했다고 발표함. 다시 말해, 2013년 1분기에 450,000 파운드의 식품이 회수된 반면 마지막 4분기에는 860,000파운드로 치솟았음."
OOD,ood_csv_ood_data,maha,-9827.423779,-1757.510986,N/A,표시광고,"영국 스코틀랜드식품기준청, 젊은이들이 식품알레르기를 이야기하도록 응원하는 캠페인 시작 스코틀랜드식품기준청(Food Standards Scotland, FSS)의 설문조사에 응한 식품알레르기를 가진 응답자의 44%는 외식 때마다 항상 식품알레르기가 있다는 점을 말하지 않을 것이라고 함. 12-18세의 응답자는 (알레르기가 눈에 안 보일 경우) 소란을 피우고 싶지 않거나, 직원에게 말하는 것을 중요하다고 여기지 않거나, 부끄럽게 생각하기 때문을 이유로 듬. 식품 알레르기 인구의 40%는 구입하는 음식에 적힌 성분과 안전성을 항상 확인하지 않음. Allergy UK와 Young Scot의 후원을 받아 FSS가 2월27일에 시작한 이 캠페인은 젊은이들이 다른 사람들에게 식품 알레르기를 알리고, 선택한 음식이 안전한지 확인하기 위해 외식 시 라벨과 메뉴 확인의 중요성을 강조함. "
OOD,ood_csv_ood_data,maha,-9827.423779,-5104.479492,N/A,영양건강,"호주 소비자단체 초이스, 호주 소시지 비교 리뷰 발표 호주 소비자단체 초이스(Choice)는 'Woolworths', 'Coles', 'Aldi'에서 구입한 소시지에 대해 테스트를 진행하고 그 결과를 발표함. [리뷰 제품 정보('Woolworths', 'Coles', 'Aldi' 순)] - 개당 가격: 40c, 45c, 38c- 육류 비율(%): 73%, 70%, 71%- 지방 함량(100g 당): 21.8g, 16.8g, 21.4g- 나트륨 함량(100g 당): 580mg, 750mg, 634mg [리뷰 결과]'Woolworths'가 45%의 득표율을 기록하며 1위를 차지함.73%의 ""쇠고기 및/또는 양고기""로 이루어진 조합의 'Woolworths' 제품은 나트륨 함량이 가장 낮았지만 지방 함량이 가장 높았음. [소시지를 맛있게 요리하는 방법]1. 후드를 내린 상태에서 중간 불로 바비큐를 5분간 예열한다.2. 핫플레이트에 기름을 살짝 바른다.3. 후드가 닫힌 핫플레이트의 소시지를 양면이 진한 갈색이 될 때까지 조리한다.(두께에 따라 6~8분 정도)"
OOD,ood_csv_ood_data,maha,-9827.423779,-2244.944580,N/A,안전위생,"CODEX 아시아지역조정위원회, 10년 간의 인도 식품법 반추 및 강화 방안 논의  국제연합식량농업기구(FAO)와 세계보건기구(WHO) 공동 아시아지역조정위원회(CCASIA)가 9월 26~30일(현지 시간) 인도의 뉴델리에서 두번째 만남을 가졌음. 각 위원회는 식품 기준과 식품 관리에 대한 지역의 문제와 수요를 명확히 할 책임이 있음. 지역 수준에서 복합적으로 일을 해결하는 것을 통해서, 국가들은 식품 관리와 기반 시설 강화를 위해 식품 관리 관련 규정 사안과 문제점을 도출해낼 수 있음.2016-2017년 지역 회의의 새로운 사안들은 다음과 같음.-지역 특정 사안의 문제와 어려움을 강조하는 기조 연설-지역조정위원회의 절차를 통해 식품 안전 및 품질에서의 중요한 사안 도출-국가 식품 관리 시스템의 정보 교환을 위한 새로운 온라인 플랫폼 도입-국가 수준에서 국제식품규격위원회(CODEX)기준을 사용하는 정보 수집인도는  1977년 위원회가 회동하였을 때 첫 지역 조정자였으며 이번 2016년 회의는 인도 식품안전기준청(FSSAI)의 식품 안전 및 기준법 2006의 10주년과 겹쳤음.식품 안전 및 기준법 2006은 10개가 넘는 규정을 하나로 통합시킴으로서 인도가 식품 규정을 대하는 방식을 변화시켰음. 인도 식품안전기준청 대표는 ""불순물을 감지하고 범죄자를 처벌하는 것에서 자체 규제를 조장하고 과학을 기초로 한 기준을 장려하는 것으로 변화했다""고 밝혔음.식품안전기준청은 13,000조항이 넘는 기준을 제정했으며 식품 안전을 위한 184개의 주요 검사 실험실 설립 및 142개 수입 통로의 관리 체계를 설립했음.인도와 CODEX의 접점은 인도 보건가족부 내의 식품안전기준청에 의해 이루어졌음. 또한 상업, 농업, 식품 가공을 포함한 타 부처와 함께 기준 제정 및 CODEX에 관해 협업했음.식품안전기준청은 업계단체, 소비자단체, 전문가 및 과학자와 긴밀하게 일함. 식품사업관리자(FBO)는 안전한 식품 문화를 퍼뜨리기 위해 식품기준안전청의 프로그램에 참여하도록 장려됨. 기준법 10주년 기념 새로운 계획은 '안전한 식품 문화에 대한 시민의 자신감 키우기'였음. 해당 프로그램에는 가치사슬 전반의 식품 안전 훈련, 감시 활동 참여, 사업에서의 소비자 및 학교로 뻗어나가는 계획이 있음. 식품안전기준청은 '규정이 확실하면 식품 사업이 규정을 이행하기 위해 나설 것이다'라고 기대하고 있음.소비자들의 건강에 대한 관심이 높아짐에 따라 식품안전기준청은 집, 학교, 직장, 식당이나 노점에서도 '식품의 안전에 대해 사람들이 믿음과 자신감을 가질 수 있는 환경'을 가지게 하려고 노력 중임.회의는 이와 같은 것들은 국내 소 식품 사업부터 다국적 사업까지의 관리자들이 식품 기준 및 검사 체계가 튼튼하며 식품 안전 규정을 순응하도록 노력할 때 가능할 것이라고 밝혔음. "
OOD,ood_csv_ood_data,maha,-9827.423779,-6397.614258,N/A,영양건강,"미국 뉴욕 시의원, 식품정책자문위원회 창설 요구하는 법안 상정 미국 뉴욕시 의원 브래드 랜더(Brad Lander)와 벤 칼로스(Ben Kallos)는 14일(현지시간) 17명으로 구성된 식품정책자문위원회를 창설할 것을 요구하는 법안을 상정했음. 식품정책자문위원회는 뉴욕시 내 다섯 개 보로(borough)지역에서 재배된 식품을 들여오고 교내 급식체계를 관할하면서 비만율 증가에 대해 시장 드 블라시오(de Blasio)에게 자문을 주게 될 것임. 시장, 위원회대변인, 대중대변인, 5개 보로지역 대표, 시의회가 지명인을 지정할 것임."
OOD,ood_csv_ood_data,maha,-9827.423779,-4708.986816,N/A,안전위생,"미국, FDA 신임 청장에 친 제약업계 인물 스콧 고틀리브 지명 도널드 트럼프 미국 대통령이 식품의약품청(FDA)의 신임 국장으로 제약업계와 밀착관계를 맺어온 스콧 고틀리브를 지명했다고 백악관이 금요일(현지시간) 보도했음. 스콧 고틀리브 신임 국장은 조지 W. 부시 전 대통령 정부 시절 FDA 부국장을 지낸 바 있으며, 현재는 벤처캐피털 회사인 뉴 엔터프라이즈 어소시에이트(New Enterprise Associates)의 파트너임. 또한, 전세계 최대 제약회사 중 하나인 글락소스미스클라인(GlaxoSmithKline)을 비롯한 여러 제약업계의 고문 또는 다양한 이사직을 맡고 있음.  고틀리브는 트럼프 행정부의 후보 지명인 가운데 보다 적합한 인물로 여겨지지만, 진보 일각에서는 이번 지명에 대한 실망감을 여전히 표출하고 있음. 공공시민의 건강연구그룹의 마이클 카롬 국장은 트럼프 행정부의 지명인인 고들리브는 거대 제약업계와의 유착망이 전례없는 인물이라고 전하면서, 고들리브의 경력 대부분이 제약업계의 재정 이익 증진에 주력해 왔으며, 상원은 고들리브를 FDA 청장으로 인준해서는 안된다고 말했음. "
OOD,ood_csv_ood_data,maha,-9827.423779,-3908.768555,N/A,안전위생,"캐나다 보건부, 전통중국의약품 자문회의 참여 (식품형태의 전통중국의약품 논의) 캐나다 보건부 장관은 전통중국의약품(TCM) 자문회와 만나 캐나다에서의 전통중국의약품에 관해 이야기를 나누었음. 회의에서는 최근 전통중국의약품 제도를 비롯해 동물용 전통중국의약품, 식품형태로 수입, 판매되는 전통중국의약품(예: 인삼 및/또는 기타 전통중국의약품 허브를 함유한 음료)을 개괄적으로 다루었음.  자문회는 캐나다에서 새로이 뜨고 있는 각종 전통중국의약품 사안들에 대해  보건부에 자문을 전달하기 위해 지난 2012년 1월에 발족되었음. 자문회는 또한 제품 허가 신청과 라벨링에 대한 산업체 지침이 되어 줄 전통중국의약품 성분 모노그래프를 보건부가 작성하는데 도움을 주고 있음.  - 캐나다 보건부는 '천연보건제품규정'에 따라 전통중국의약품의 안전성, 효능, 품질을 감독하고 있음. - 자문회는 중국전통의약품에 관한 사안(예: 캐나다에서의 수입, 판매, 사용, 관행(지자체 관할), 신종 중국전통의약품 등)에 대해 보건부 장관에게 자문을 전달함. - 현재 캐나다에서 판매가 허가된 전통중국의약품은 3천 여개 이상임. "
OOD,ood_csv_ood_data,maha,-9827.423779,-2990.816895,N/A,안전위생,"뉴질랜드 일차산업부, 동물 제품과 와인 규정 재설계에 관한 의견 수렴 뉴질랜드 일차산업부(The ministry for Primary Industries, MPI)는 1999년 동물 제품 법(the Animal Products Act 1999)과 2003년 와인 법(the Wine Act 2003)에 따라 운영되는 사업체가 반복을 제거하고(removing repetition), 접근성을 높이며 언어를 더 명확하게 함으로써 법적 요건을 더 쉽게 찾고 준수할 수 있도록 하기를 원함. 동물 제품과 와인 법안을 재설계(redesign)하는 것은 법적 요건에 더 쉽게 접근하고 이해할 수 있도록 하며, 무역 파트너들이 MPI의 요구 조건을 더 잘 이해하도록 하여 MPI가 보증을 제공하는데 도움이 될 수 있도록 하는 것에 목표를 두고 있음. - 규정 재설계 프로젝트에 대한 원문 링크: https://www.mpi.govt.nz/legal/legislation-standards-and-reviews/redesign-of-animal-products-and-wine-regulations-and-notices/ 2021년 6월 25일부터 8월 8일까지, 일차산업부는 동물 제품 법과 와인 법의 재설계 안에 대한 피드백을 받고 있음. 해당 안은 전반적인 식품안전 요구사항이 변경되지는 않을 것이지만, 제시되는 방식은 다르게 보일 것임. 동 업데이트는 2014년 유장 단백질 농축 질의(the Whey Protein Concentrate Inquiry 2014)의 추천과 2018년 식품 안전 개혁법(the Food Safety Law Reform Act 2018)의 의무 사항을 충족함. 고려해야 할 질문과 함께, 자세한 내용은 상담 자료(the consultation documents)에 있음. 상담 자료:- 동물 제품 및 와인 규정의 규정 재설계(Regulatory redesign of the animal products and wine regulations): https://www.mpi.govt.nz/dmsdocument/45562-Regulatory-Redesign-of-the-Animal-Products-and-Wine-Regulations- 동물 제품 규정안(Draft Animal product regulations): https://www.mpi.govt.nz/dmsdocument/45583-Consultation-Draft-June-2021-Animal-Product-Regulations- 와인 제품 규정안(Draft Wine regulations): https://www.mpi.govt.nz/dmsdocument/45586-Consultation-Draft-June-2021Wine-Regulations 의견 제출은 2021년 8월 8일에 마감될 것임."
OOD,ood_csv_ood_data,maha,-9827.423779,-3025.601318,N/A,안전위생,"유럽식품안전청, 꿀벌 건강 및 지속가능 수분에 대한 과학 워크숍 개최해 유럽집행위원회 '농업 및 농업 발전 집행총국(DG AGRI)' 요청에 따라 유럽식품안전청(EFSA)은 2016년 3월 10일 과학 워크숍을 열어 'Horizon 2020'의 틀 내에서 연구에 대한 논의를 진행하고 EFSA의 꿀벌에 대한 전체적인 위험평가 접근 노력을 지지했음.  워크숍에는 유럽집행위원회 대표들(농업 및 농업 발전 집행총국, 건강 및 식품안전 집행총국)과 EU 집행위 공공 연구 센터, 유럽환경청, 유럽의약품청, 유럽 꿀벌 건강 및 수분(pollination) 연구 프로젝트 연구진, 미국 환경보호청, 세계동물보건기구, 세계식량농업기구가 참여했음. * 워크숍 보고서 전문 링크: http://www.efsa.europa.eu/sites/default/files/corporate_publications/files/1026e.pdf"
OOD,ood_csv_ood_data,maha,-9827.423779,-2876.332275,N/A,안전위생,"영국 식품기준청, 다개년통제계획 보고서 발간 영국 식품기준청(FSA)이 <영국 다개년통제계획(UK MANCP)>의 성과에 관한 연례보고서를 발간했음. 보고서는 2014년 수집된 데이터를 기반으로, 영국의 제반분야의 기대수준 대비 평가했을 때 준수율이 만족할 만한 수준이었다고 밝힘.  UK MANCP은 영국 내 식품 및 사료ㆍ동물건강복지ㆍ 식물건강 관련 요구조건의 준수 강화 및 모니터링과 관련된 다양한 기관 및 조직의 역할, 담당업무, 전략을 구체화함. * 보고서 전문: http://www.food.gov.uk/sites/default/files/2014-uk-annual-report-mancp.pdf"
OOD,ood_csv_ood_data,maha,-9827.423779,-7892.671387,N/A,안전위생,"유럽연합, 지속가능한 푸드시스템 협력 등 한-EU 그린파트너십 체결 유럽연합(EU)과 대한민국은 그린파트너십(Green Partnership)을 체결하였으며, 2023년 5월 22일 자 유럽 이사회(European Council) 보도자료 중 식품안전과 연관된 내용은 다음과 같았음. - 환경 보호(Environmental Protection): 양측은 '2050년 무공해(Zero-pollution) 비전'을 위해 협력하여 대기·수질·토양 오염을 더 이상 건강과 자연 생태계에 해롭지 않은 수준으로 줄이고, 지구가 감당할 수 있는 한계를 존중하는 것을 공동 목표로 삼는다. 특히 △대기 오염으로 인한 조기 사망자 수를 줄이기 위해 대기 질을 개선하고, △오염 물질(pollutants)·폐기물·특히 환경으로 방출되는 플라스틱 폐기물과 미세 플라스틱을 줄여 수질을 개선하며, △영양소 손실과 화학 농약 사용을 줄여 토양의 질을 개선하는 등 2030년까지 강력한 목표를 세운다.  - 기타 협력 분야(Other areas of co-operation)지속가능한 푸드시스템(Sustainable food systems): 양측은 EU '농장에서 식탁까지(Farm to Fork) 전략'과 같은 각자의 전략을 기반으로, 양측의 견해와 경험을 공유하고 국제적 차원의 협력을 추구함으로써, 지속가능한 푸드시스템을 달성하기 위한 노력에 협력할 것이다. "
OOD,ood_csv_ood_data,maha,-9827.423779,-4992.637695,N/A,안전위생,"유럽식품안전청, 2014년도 사업 계획 식품 중 아크릴아마이드 노출 수준, 식품 중 알레르기 유발물질, 비타민 및 미네랄의 식이참고치 설정, 카페인 노출 평가, 살모넬라와 노로바이러스 등 비동물성 식품에서 발견되는 병원균에 관한 연구 등 유럽식품안전청(EFSA)이 2014년에 완료를 목표로 하고 있는 과학 연구는 670건에 이름. 2014년도 사업 계획은 EFSA의 다년간계획(MAP, 2014-2016)의 범위 내에서 수행될 예정임. 그 밖에 EFSA가 2014년에 수행할 사업 계획은 다음과 같음. - 벌 보건 관련 다분야 연구 지속- 슈말렌베르그 바이러스(Schmallenberg virus)에 관한 최종 보고서 발표, 아프리카 돼지 열병(African Swine Fever)에 관한 의견 업데이트- 식중독 연구 지원과 감시활동 개선을 위한 미생물학적 위해요소의 분자역학적 분석법에 대한 추가 평가- 유럽연합집행위원회의 새로운 식물보건계획에 따라 평가 요청될 것으로 예상되는 위해평가 40여 건 수행 계획- 항생제 소비와 항생제 내성 간의 관계 분석 발표"
OOD,ood_csv_ood_data,maha,-9827.423779,-1643.808105,N/A,안전위생,"필리핀, 수입 허가 취소 및 회수로 식품 수입 사기 방지해   필리핀 농업부가 식품 수입 사기를 막기 위해 모든 농산물 제품의 수입 허가를 취소하고 회수함.농업부 사무관은 기술적 밀반입에 이전의 허가를 재사용하는 것을 막기 위해 허가를 취소하고 회수하였음.사무관은 ""크리스마스 시즌을 맞아 수입 사기가 증가했다. 어떤 개인은 같은 허가를 여러번 사용한다. 이를 막기 위한 유일한 방법은 모든 허가의 회수인데, 이를 위해서는 발행된 모든 허가를 취소하여야 한다""라고 말했음. 사무관은 ""정직한 수입업자들은 걱정할 필요가 없다. 필요한 문서를 제출하면 24시간 내에 허가가 나올 것이다. 우리는 법적 수입을 중지시키는 것이 아니라 발행된 허가가 유효한 지 검사하는 것이다""라고 덧붙였음. "
OOD,ood_csv_ood_data,maha,-9827.423779,-2234.917969,N/A,안전위생,"미국 식품안전센터, 수경 재배 시설이 국가유기농프로그램의 자격이 있다고 결정한 지방법원 판결에 항소 * 기수집정보: 미국 샌프란시스코 지방법원, 수경재배 시설은 국가유기농프로그램 자격이 있다고 판결 내려(수집일자: 2021-03-24) 2021년 5월 19일, 전통적 유기농 생산자 대표 단체인 식품안전센터(the Center for Food Safety, CFS)는 제9회 지방순회항소법원(the Ninth Circuit Court of Appeals)에 항소하여, 수경재배 식품이 국가 유기농 프로그램(the National Organic Program, NOP)의 자격이 있다는 미국 농무부(USDA)의 결정을 지지하는 지방 법원의 판결을 뒤집어달라고 요청하였음. 동 항소의 결과는 수경 재배 과일, 채소 및 버섯과 새싹을 포함한 토양이 없이 길러지는 작물 모두에게 중요한 영향을 미칠 수 있음. 수경 재배 인증은 NOP가 시작된 이후 유기농 공동체를 분열시켰음. CFS는 2019년 법원에 Maine Organic Farmers and Gardeners Association, OneCert, Inc.(독립 인증 기관) 및 6곳의 유기농 식품 생산 업체와 함께 소송을 제기했음. 이는 USDA가 유기농 인증에서 수경 재배 생산 시스템의 배제를 요청하는 CFS 청원을 거부한 후 이루어짐. 청원서는 “액체 용액이나 다양한 고체 기질에 식물 뿌리를 보관하는 용기를 어느 정도 통합하는 시스템”으로 정의된 수경 재배 인증이 유기농 식품 생산법(the Organic Food Production Act, OFPA)이 요구하는 “생태학적으로 통합된 유기농 생산 관행"" 요건과 일치하지 않는다고 주장했음. 해당 관행에는 유기농 생산자가 토양 건강을 증진하고 생물 다양성을 보존하는 농업 계획을 개발해야 한다는 요구 사항이 포함되어 있음. USDA는 OFPA의 토양 관련 요건이 토양에서 재배되는 작물에만 적용되며, 생태학적 이점을 가질 수 있는 수경 재배 시스템이 인증에서 절대적으로 배제되어서는 안된다는 이유로 청원을 거부했음. CFS 연합은 USDA의 거부에 대해 소송을 제기했지만, 캘리포니아 북부 지방 법원(the District Court for the Northern District of California)은 USDA의 OFPA 해석을 보류했음. 무엇보다도, 법원은 USDA가 “OFPA가 수경 재배 금지를 강요하지 않는다”고 합리적으로 결정했다고 판결했음."
OOD,ood_csv_ood_data,maha,-9827.423779,-7562.779297,N/A,안전위생,"영국, NHS 위원회 3개 중 1 곳이 분유 제조업체의 금전이나 후원 수락한 것으로 확인돼 영국 NHS 위원회 3개 중 1군데가 분유 제조업체의 금전이나 후원을 수락해왔다고 보도되었음. NHS 보건부문 위원회의 1/3이 아기 분유 제조업체들의 금전이나 후원을 수락함으로써 규정을 위반한 것으로 조사결과 드러남. 유아용 분유의 마케팅은 추락하는 모유 수유율을 붙잡기 위해 엄격히 규제되고 있음. 기업들은 6개월 미만의 연령의 유아용으로 고안된 분유를 광고 혹은 장려할 수 없으며, WHO의 관리규정은 의료 기관이나 의사가 분유기업이 주는 돈을 받을 수 없게 규정함.  2014년부터 영국 내 195개 임상위원회 중 59개가 WHO 규정을 최소한 하나는 위반한 것으로 드러났다고 영국 채널4 Dispatches 조사 결과 밝혔졌음. 웨일즈에서는 7개 로컬 보건위원회 중 5개가 동 규정 위반을 기록함. 전문가들은 기업들이 마케팅이 금지된 유아용 분유제품과 의사들과의 연결고리를 만들기 위해 알레르기가 있는 아이들을 위한 ‘가수분해된’ 제품 등 특별 분유를 미끼로 삼고 있다고 여김.  유니세프 영국지사의 수 애쉬모어는 ‘힘 있는 다국적 기업들은 자신들의 제품 홍보를 위해 기존 법령의 경계를 허물려고 시도해왔으며 우리는 아기들을 보호하기 위해 더 나은 법 규정이 필요하다’고 밝힘. 런던 세인트조지 병원의 신생아학자 로라 드 루이 박사는 일부 의사들이 분유업계에 영향을 받아 분유제품을 장려하고 있다고 의심하고 있음을 밝힘. 영국 보건부 대변인은 ‘헬스케어 제공자나 업계 종사자가 특정 브랜드에 특혜를 주기위해 금전적 인센티브를 받는 것은 전적으로 허용할 수 없다’고 밝힘. 다농 뉴트리시아, 미드존슨과 네슬레 등을 회원으로 둔 영국 영양전문가협회(BSNA)는 채널4의 디스패치에게 ‘우리는 부모들로 하여금 아기를 잘 먹일 수 있게 하기 위해 헬스케어 전문가들에게 제품 정보를 줄 책임이 있다’고 말했음. 이들은 ‘우리는 법적으로 승인된 주장만 할 수 있으며, 부모와 아기를 돌보는 이들에게 이 제품들을 믿을 수 없다고 설명하는 것은 무책임하다고 생각한다’고 주장함. "
