split,method,score,tpr95_thr,실제_대분류,예측_대분류,제목_내용
ood_food,cosine,0.9887465238571167,0.9801721572875977,물리적 위해요소,안전위생,"유럽식품안전청, '2022 원-헬스, 환경, 사회 컨퍼런스' 기반 전략적 권고 사항 게재 유럽식품안전청(EFSA)은 유럽질병예방통제센터(ECDC), 유럽화학물질청(ECHA), 유럽환경청(EEA), 유럽의약품청(EMA), 유럽집행위원회 공동연구센터(JRC) 등으로 조직되어 2022년 6월 21일부터 24일까지 실시된 '2022 원-헬스, 환경, 사회 컨퍼런스(ONE – Health, Environment  Society – Conference 2022)'에서 논의된 식품 안전 관리 개선을 위한 전략적 권고 사항(*)을 게재했음. 주요 내용은 아래와 같음. 1. 데이터를 기반으로 최신 과학, 기술 파악2. 미래 대응을 위한 투자3. 지속 가능한 식품 시스템으로의 전환 지원4. 사회에 대한 관련성 고취5. EU 및 세계에 걸친 식품 안전 관계자와의 협업6. 원헬스 접근 방식 적용 (*) https://efsa.onlinelibrary.wiley.com/doi/10.2903/j.efsa.2022.e201101"
ood_food,cosine,0.9932028651237488,0.9801721572875977,물리적 위해요소,생물학적 위해요소,"식료품점 고객카드, A형 간염 식중독 원인 추적하는데 실마리 역할  2012년 초, 브리티시 컬럼비아주에서 발생한 A형 간염 사고는 전달 감염자들이 구매한 식품을 비교함으로써 원인을 발견하고 사건을 종결시킬 수 있었음. 식료품점 고객카드로 빼낼 수 있었던 식품구매이력으로 감염 원인이 냉동혼합과일에 있던 석류씨였음을 확인할 수 있었음. 공중보건 연구팀은 유럽질병통제예방센터의 온라인 저널인 '유로서베일런스(Eurosurveillance)'에 8일(현지시간) 이같은 성공 사례를 발표했음.  프레이저 보건청은 한 관계자는 지리학적으로 분포되어 있고, A형 간염은 15~50일이 지나야 증세를 느끼기 때문에 진행 중인 대형 식중독 사고를 알아내려면 오랜 시일이 소요됨. 또한, 사람들이 몇 주 전에 먹었던 음식을 정확하게 기억해내지 못하기 때문에 원인을 찾기란 어려운 일임.  그러나 감염자가 6명이던 사건 초기에 연구관들은 감염자들이 동일한 브랜드의 냉동혼합과일(블루베리, 딸기, 체리, 석류씨)을 구매한 사실을 확인했으며, 이후 검사를 통해 석류씨 한 로트가 A형 간염에 오염된 것을 밝혀내 이를 회수 조치했음.  연구진은 고객카드정보로 감염자의 구매이력을 확인할 수 있어 사고 초기에 특정 제품을 원인으로 손쉽게 지목할 수 있었다고 말했음. "
ood_food,cosine,0.9847029447555542,0.9801721572875977,물리적 위해요소,안전위생,"캐나다 농업농식품부, 식품 정책 마련을 위한 회담 개최 캐나다 오타와에서는 이틀간 식품 각계 전문가들 250여 명이 회의를 가져 ㅅ캐나다 식품 정책 마련에 중요한 발을 내딛였음. 농업농식품부 장관을 비롯한 원주민북부지역부 정무차관, 가족어린이사회개발부 정무차관 등은 참가자들과 함께 23일(현지시간) 오전 회담 이튿날을 가졌음. 장관과 정무차관들은 전문가와 주요 이해관계자들을 비롯해 국민들의 의견이 식품 정책 마련에 중요하다는 점을 역설했음. 캐나다 식품정책은 캐나다 정부의 첫 참여 정책으로, 농장부터 식탁(fork)에 이르기까지 전 식품 체계를 아우름.​이번 회의 참가자 가운데는 지역사회 단체, 학계, 원주민 단체, 업계, 이해관계자, 정부 공무원 등이 모여 ▲적정 가격 식품의 접근성 증가, ▲건강과 식품안전 개선, ▲토양, 물, 공기 보존, ▲더 많은 양질의 식품 재배와 같은 식품 관련 당면과제와 기회에 대해 폭넓은 의견을 나누었음.  캐나다 정부는 www.canada.ca/food-policy를 최근 개설해 오는 7월 27일까지 식품 기회와 당면과제에 대한 국민들의 의견을 모으고 있음. 정책 마련 참여는 올해 하계와 추계까지 이어질 전망임. ﻿"
ood_food,cosine,0.9950218200683594,0.9801721572875977,물리적 위해요소,화학적 위해요소,"캐나다 보건국, 벌 보호를 위해 일부 네오닉 살충제 사용 금지 및 타살충제 사용제한 캐나다 보건부는 벌과 꽃가루를 옮기는 다른 곤충류를 보호하기 위해 일부 네오니코티노이드(neonicotinoids) 살충제 사용을 취소하고, 다른 살충제의 사용 조건을 바꾸기로 결정함.  부에 따르면, 카놀라 씨앗과 온실 채소들에 대한 치료와 같은 사용법들은 ""벌과 다른 수분자들에게 허용할 수 없는 위험을 야기할 것으로 기대되지 않는다""고 함. 취소와 제한 정책은 2~3년에 걸쳐 시행될 예정이며, 보건부는 네오니코티노이드의 사용에 의해 야기된 수생 곤충의 위험성에 대한 평가를 계속할 것이라고 함.  연구 결과, 특정 수생 생물에 해로울 수 있는 수준으로 수체에서 살충제가 자주 검출되는 것으로 나타났으며, 2019년 말에 이를 보고할 계획이라고 함.  지난 2018년 4월, 의사 단체와 일부 환경 단체들은 유럽연합이 했던 것처럼 캐나다에서도 네오니코티노이드의 야외 사용을 전면 금지할 것을 요청한 바 있음."
ood_food,cosine,0.9820162653923035,0.9801721572875977,물리적 위해요소,생물학적 위해요소,"미국 뉴햄프셔주 보건복지부, lēf Farms(사)의 샐러드 회수 취소 공지 *관련 기수집정보: [회수]미국 lēf Farms, 병원성 대장균 오염 가능성으로 포장 샐러드 회수(수집일자: 2023-05-05) 미국 뉴햄프셔주 보건복지부(DHHS)는 지난주에 발표된 lēf Farms(사)의 ""Spice"" Packaged Salad Greens에 대한 회수는 실험실 오류로 인한 것이며, 오염은 실험실 자체에서 일어난 것으로 회수 발표가 이루어진 제품은 안전하고 동 회수는 취소되었다고 발표했음. "
ood_food,cosine,0.9902328848838806,0.9801721572875977,물리적 위해요소,안전위생,"미국, 분말형 알코올의 승인이 실수로 밝혀져 미국 주류과세담배무역청(TTB) 대표 탐 호그는 팔코올(Palcohol, 분말 알코올) 승인이 실수였다고 지난 21일(현지시간) AP통신을 통해 밝혔음. 보드카와 럼 품목을 포함한 분말형 알코올인 팔코올의 승인 소식이 근래에 전해지면서 수많은 누리꾼들과 언론의 관심을 끌었음.팔코올의 모회사 립스마크(사)는 포장에 함유된 알코올분말 양의 불일치로 인한 것으로 보여진다며 승인을 받기 위해 라벨을 재제출 할 것이라고 언급했음. TTB 웹사이트에 따르면, 4월 8일(현지시간) 팔코올 품목의 라벨 승인이 이루어졌음. 음료법률 웹사이트 운영자인 로버트 레먼은 상기 제품에 관해 최초로 보고했으며 라벨승인 단계까지 가기 전에 수많은 과정을 거쳐야 한다고 언급했음. 분말형 알코올은 신개념이 아님. 펜실베니아주립대학 식품과학 교수 존 커플랜드는 지난 수년동안 많은 부모님들이 분말형 알코올에 대해 소송을 제기했다고 전함."
ood_food,cosine,0.9949026703834534,0.9801721572875977,물리적 위해요소,영양건강,"UN, ""지속 가능한 식량시스템이 UN의 '2030 식량 안보 및 영양 안건'에 중요""    17일(현지시간) 로마에서 개최된 지속가능한 개발 및 기후변화에 대한 세계 협약에서 국제 연합(UN)은 식량 안보 및 영양에 초점을 맞추어 2030년까지 세계 빈곤, 기근, 영양실조 근절을 위한 세계 식품 시스템 및 영양의 변화를 촉구했음.세계식량안보위원회(CFS) 의장은 ""'2030 안건'의 식량 안보 및 영양관련 사항을 달성하는 데에는 지속가능한 식품 시스템이 중요하다""고 강조했음.국제연합식량농업기구(FAO) 의장은 세계 인구의 절반 이상이 기근, 미량영양소 결핍, 비만과 같은 영양불균형을 겪고 있는 점을 지적하며 ""건강한 식이를 전달하는 식품 시스템은 실패했다""고 지적했음. 하지만 의장은 CFS를 통해 해당 사안에 대한 해답을 찾도록 격려했으며 영양 및 식품 시스템을 변화시키는 데에 다양한 이해관계자들과의 확장된 협업이 필요할 것이라고 말했음.UN 세계식량계획의 부의장은 ""우리는 더 지속가능한 식품 시스템을 위해 새로이 노력하여 변화하는 날씨, 극한 상황, 영양적 요구에 대응할 수 있어야 한다. 우리의 식품 시스템에 탄력성을 더하고 위험성을 완화하며, 미래의 기후 상황에 대비할 수 있어야 한다""고 말했음.CFS는 UN 내에서 식량 안보 및 영양 논의의 중심체인 동시에 시민사회, 민간부문, 타 UN기구, 국제경제협회, 연구부 등을 통해 정책 결정을 논의함. 위원들은 두가지의 정책 제안-1)지속가능한 농업 개발에서의 가축의 역할 2.)자작농을 시장에 연결시키는 것의 중요성-을 논의할 것임. "
ood_food,cosine,0.9914616346359253,0.9801721572875977,물리적 위해요소,안전위생,"EU집행위, 식품 사기 관련 협력 강화를 위한 IT 도구 가동 유럽연합 집행위원회가 유럽 내 초국경적 위반 퇴치를 위해 노력 중인 회원국 관할당국 간의 행정정보 교환을 개선하기 위한 행정지원협력(AAC)로 알려진 전용 IT 도구를 가동했음.  2013년 말고기 파동 이후, 집행위원회는 식품 공급망 통제 강화를 위한 액션 플랜을 수립했음. 이러한 조치 중, 회원국 관할당국과 집행위원회 간의 신속한 정보교환을 보장하기 위한 범유럽 메커니즘 구축이었음. 그 결과, 식품사기네트워크(FFN)가 탄생했으며 초국경적 협력 요청을 취급하는 과제를 맡았음. 각 회원국은 컨택 포인트를 지정하여, 네트워크를 구성하는 디른 회원국 컨택 포인트의 요청을 처리하도록 함. 동 네트워크는 2013년 7월 부터 가동되었음. 신설 이후 집행위원회는 교환 건수의 괄목할만한 증가(2013년 30건>2015년 현재까지 90건)를 확인했음.   초국경적 협력은 회원국 관할당국의 다음 분야에서 역량 개선을 지원함. - EU 식품망 규칙의 초국경적 위반 사례 적발 및 예방- 필요한 경우, 후속 연구에 사례 제시 및 적합한 행동 강화를 보장하는 데 필요한 정보 수집 AAC 시스템은 FFN이 보다 효율적으로 가동되고, 정보 요청에 보다 신속하게 대응할 수 있도록 할 것임.  <2014 FFN 활동 보고서>는 사기 혐의는 대부분 라벨 오류(일자 표기/ 물ㆍ성분 첨가), 인증 혹은 문서 위조,  하위 등급종으로 바꿔치기 등과 관련한다고 밝힘. 이러한 테이터로 통계적 결론을 낼 수 없는데, 그 이유는 회원국간의 다른 정보교환이 가능하며, 초국경적 규모가 아닌 경우 FFN을 통하지 않기 때문임.  1단계로 FFN이 AAC 시스템을 사용할 것임. 향후, 식품 사기와 무관한 행정지원협력 사례에 관한 연락담당기관도 사용할 수 있게 될 것임.  * <2014 FFN 활동 보고서> 원문: http://ec.europa.eu/food/safety/official_controls/food_fraud/docs/food_safety_controls_fraud_network-activity-report_2014.pdf"
ood_food,cosine,0.9876867532730103,0.9801721572875977,물리적 위해요소,신규 위해요소,"미국 농무부, 정밀 생명과학기술의 농업 적용에 관한 국제 협약에 동참 미국 농무부장관은 오늘 유전자편집을 포함해 농업 혁신을 가능케 하는 정책을 지지하는 12개국에 동참함을 발표함. '정밀 생명과학기술의 농업 적용에 관한 국제 협약(International Statement on Agricultural Applications of Precision Biotechnology)'은 SPS에 관한 세계무역기구 위원회에 공개되어 있음. (*) 장관은 ""유전자편집과 같은 정밀 생명과학기술은 전 세계 소비자와 농민 모두를 위한 큰 가능성을 보유하고 있다. 이들 기술은 전 세계 소비자에게 품질과 영양가를 갖춘 식품에 대한 접근성을 개선시켜주면서 동시에 농민들이 생산에 직면한 많은 어려움을 해소시켜주는데 중요하게 작용할 수 있다. 안타깝게도 이러한 기술들은 정치적 입장과 그릇된 정보로 많은 규제 장벽에 부딪히곤 한다. 그런 가운데 이들 신기술이 가진 거대한 잠재성을 개방할 수 있도록 세계무역기구 체제 하에 과학에 기반한 규제 시스템을 공개적으로 포용한 아르헨티나와 다른 협력국들을 본 것은 대단한 일이다""라고 언급했음. 오늘까지 동 협약을 지지한 국가와 기관은 아르헨티나를 중심으로 호주, 브라질, 캐나다, 콜롬비아, 도미니카공화국, 과테말라, 온두라스, 요르단, 파라과이, 미국, 우르과이, 베트남 및 서아프리카 경제협력체 사무국이 있음. (*)https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S009-DP.aspx?language=ECatalogueIdList=249321,249267,249180,249148CurrentCatalogueIdIndex=0FullTextHash=371857150HasEnglishRecord=TrueHasFrenchRecord=FalseHasSpanishRecord=True "
ood_food,cosine,0.9888466596603394,0.9801721572875977,물리적 위해요소,화학적 위해요소,"유럽식품안전청, 규제 신청절차에 관한 지원 업무 안내 유럽식품안전청(EFSA)은 이해관계자들의 참여와 위해평가 업무에 대한 이해를 높이기 위한 노력을 기울이고 있음. 이에, 규제과학평가부(REPRO)는 평가 절차의 상호 호환성을 높이고자 규제 신청 부문의 이해관계자 모두에 대해 고객 중심의 접근방법을 취하고 있음.  이번 유럽식품안전청의 카탈로그(*)는 규제 신청 전 단계에서 청이 시행 중인 지원 사업을 목록화했음. 사업별로 공공 사업의 성격과 범위, 신청 단계, 서식, 담당 부서, 기대 성과, 의뢰 가능 대상자 등을 설명하고 있음.  사업별 상세 소개를 통해 사안에 대한 인지를 제고하고, 신청자와 기타 이해관계자들이 적극적으로 공공 서비스를 이용했으면 함.  (*) 규제 신청 전 단계에서의 지원 사업 안내 카탈로그 http://www.efsa.europa.eu/sites/default/files/scientific_output/files/main_documents/1025e.pdf"
ood_food,cosine,0.9852286577224731,0.9801721572875977,물리적 위해요소,안전위생,"미국, FDA 신임 청장에 친 제약업계 인물 스콧 고틀리브 지명 도널드 트럼프 미국 대통령이 식품의약품청(FDA)의 신임 국장으로 제약업계와 밀착관계를 맺어온 스콧 고틀리브를 지명했다고 백악관이 금요일(현지시간) 보도했음. 스콧 고틀리브 신임 국장은 조지 W. 부시 전 대통령 정부 시절 FDA 부국장을 지낸 바 있으며, 현재는 벤처캐피털 회사인 뉴 엔터프라이즈 어소시에이트(New Enterprise Associates)의 파트너임. 또한, 전세계 최대 제약회사 중 하나인 글락소스미스클라인(GlaxoSmithKline)을 비롯한 여러 제약업계의 고문 또는 다양한 이사직을 맡고 있음.  고틀리브는 트럼프 행정부의 후보 지명인 가운데 보다 적합한 인물로 여겨지지만, 진보 일각에서는 이번 지명에 대한 실망감을 여전히 표출하고 있음. 공공시민의 건강연구그룹의 마이클 카롬 국장은 트럼프 행정부의 지명인인 고들리브는 거대 제약업계와의 유착망이 전례없는 인물이라고 전하면서, 고들리브의 경력 대부분이 제약업계의 재정 이익 증진에 주력해 왔으며, 상원은 고들리브를 FDA 청장으로 인준해서는 안된다고 말했음. "
ood_food,cosine,0.9844368100166321,0.9801721572875977,물리적 위해요소,안전위생,"중국, 6번째 호주 소고기 공급업체 Meramist Pty Ltd의 소고기 수입  중단 월요일 중국은 중국의 주요 육류 공급업체 중 하나인 호주 Meramist Pty Ltd의 소고기 수입을 중단하였다고 발표함.이변 결정을 내린 사유를 밝히지 않은 중국은 이미 라벨링과 위생 증명서를 이유로 올해 다른 5개 호주산 소고기 공급업체의 수입을 금지하였음.중국 해관총서(CGAC)는 본 사이트에 이유 없이, 12월 7일부터 Meramist 업체로부터의 소고기 수입을 위한 신청서 및 등록 접수를 중단한다고 함. 중국은 지난 5월 라벨링과 위생 증명서 문제를 이유로 호주 최대 육류 가공업체 4곳의 수입을 금지하였음. 지난 8월에는 5번째 업체의 수입을 중단하였음."
ood_food,cosine,0.9837114214897156,0.9801721572875977,물리적 위해요소,안전위생,"미국 FDA, GRAS 규정에 대해 소송을 제기한 식품안전센터 제소 미국 식품의약품청(FDA)은 14일(현지시간) GRAS규정에 관해 청을 상대로 건 소에 대한 기각신청을 컬럼비아 특별구 연방항소법원에 제출했음. 지난 2월, 식품안전센터(CFS)는 FDA에 1997년 이래로 완성된 적이 없는 GRAS 규정을 무효화할 것을 요구하는 소송을 걸었음. 이 규정은 제조업자들이 식품첨가물 GRAS 인증을 받는데 있어 기존의 청원 절차를 대신해 이를 진행하는 당사자가 각 물질의 사용이 GRAS로 간주된다는 결정을 FDA에 통보해도 된다는 것이었음. 기각 논거로써 FDA가 내세운 바는 CFS는 이로 인해 추측상 피해를 입은 자를 확인하지 않았으며 제안된 규정은 식품 성분의 섭취로 인해 추정된 피해를 야기하지 않는다는 것임. FDA는 안이 발표된 이래로 수년이 지났다는 CFS의 주장은 인정하지만 사실상 FDA는 최종 규정을 발표한 바가 없다고 밝혔음. 덧붙여 이것이 당국의 최종 규정이 아니므로 사법심사 대상이 아니라고 주장했음."
ood_food,cosine,0.9897815585136414,0.9801721572875977,물리적 위해요소,영양건강,"유럽경제사회위원회, 유럽에 보다 종합적인 식품 정책 필요해 유럽경제사회위원회(EESC)는 현재의 EU 체계는 지속가능한 식품 시스템으로 전환되기에 충분하지 않으며, 식품 관련 정책의 일관성을 높이고 식품의 가치를 회복하고, 유엔 지속가능한 개발 목표의 효과적인 이행을 보장하기 위해서는 보다 종합적인 식품 정책이 필요하다는 내용을 담은 자체 이니셔티브 의견을 수요일 본회의에서 채택했음. EESC는 EU 차원에서 다음과 같은 주요 조치를 달성해야한다고 밝혔음. - 식품의 영양 및 문화적 가치의 유지 및 촉진, 생산자와 소비자간의 긴밀한 관계 수립, 생산자를 위한 공정한 가격 보장- 지역 수준에서 시민사회이니셔티브 활성화를 위한 환경 구축(예: 대체 식품시스템, 간소화된 식품 공급망, 등)- 지속가능한 식품을 위한 행동 계획 계발- 식품 관련 정책, 관련 규정, 입법 및 집행을 담당하는 식품 총국 개설 고려 또한, 종합적인 식품 정책은 여러가지 기준(예: 식품 품질, 보건, 환경, 경제, 관리 방식)을 충족해야 한다고 덧붙였음. 소비자 역시 지속가능하게 생산되고 건강한 식품의 가치를 아는 시민이 될 수 있도록 교육받아야 함."
ood_food,cosine,0.9892622232437134,0.9801721572875977,물리적 위해요소,안전위생,"영국 식품기준청, 이사회 회의 안건 및 자료 공개 영국식품안전청(FSA)은 오는 7월 23일(현지시간)에 열릴 차기 공개 이사회의 안건 및 자료를 공개했음. 누구나 회의에 참석하거나 온라인 생중계를 통해 회의를 볼 수 있음. 회의 안건은 다음과 같음.  - 잉글랜드, 웨일스, 북아일랜드의 생유 관리 및 향후 관리방안 검토 - FSA 승인을 받은 영국 식육시설의 감사준비 검토 - FSA 스코틀랜드 프로젝트 업데이트"
